brand_name_normalized,generic_names_normalized,registration_numbers,review_reason
flagyl,metronidazole | metronidazole (as benzoate),DRP-182 | DRP-5591-05,same_brand_name_has_multiple_generic_names
leal vits,vitamin b complex | vitamins b1 + b6 + b12 (see reverse for formulation),DRP-1847 | DRP-6692,same_brand_name_has_multiple_generic_names
zervit,vitamin b1 + b6 + b12 | vitamin b1 + be + b12,DRP-1847-01 | DRP-8905-01,same_brand_name_has_multiple_generic_names
myclosil,metoclopramide (as hydrochloride) | metoclopramide hydrochloride,DRP-1865 | DRP-2258,same_brand_name_has_multiple_generic_names
naxen,naproxem sodium | naproxen sodium,DRP-1872 | DRP-2227,same_brand_name_has_multiple_generic_names
saridon max,naproxem sodium | naproxen sodium,DRP-1872-02 | DRP-2227-04,same_brand_name_has_multiple_generic_names
zenith,azithromycin (as dihydrate) | azithromycin (as monohydrate),DRP-1879-01 | DRP-8453-01,same_brand_name_has_multiple_generic_names
cimex,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-4342 | DRP-4443,same_brand_name_has_multiple_generic_names
sinucare,paracetamol + phenylephrine hydrochloride + chlorphenamine maleate | phenylpropanolamine hydrochloride + brompheniramine maleate,DRP-1926-04 | DRP-329-07,same_brand_name_has_multiple_generic_names
dalacin-c,clindamycin (as hydrochloride) | clindamycin (as palmitate hydrochloride),DRP-1951 | DRP-1953,same_brand_name_has_multiple_generic_names
dalacin c,clindamycin (as hydrochloride) | clindamycin (as phosphate),DRP-1952 | DRP-1954,same_brand_name_has_multiple_generic_names
redacid,omeprazole | omeprazole (as sodium),DRP-1977-07 | DRP-8557-01,same_brand_name_has_multiple_generic_names
dilantin,phenytoin | phenytoin sodium,DRP-2037 | DRP-2038,same_brand_name_has_multiple_generic_names
cefuxal,cefuroxime (as axetil) | cefuroxime (as axetll),DRP-2103-09 | DRP-7568-04,same_brand_name_has_multiple_generic_names
solu-medrol,methylprednisolone (as sodium succinate) | methylprednisolone sodium succinate,DRP-2156 | DRP-7404,same_brand_name_has_multiple_generic_names
solu-cortef,hydrocortisone (as sodium succinate) | hydrocortisone sodium succinate,DRP-2145 | DRP-2154,same_brand_name_has_multiple_generic_names
viacef,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-2144-01 | DRP-3995-20,same_brand_name_has_multiple_generic_names
pio-source,pioglitazone (as hydrochloride) | pioglitazone hydrochloride,DRP-2167-06 | DRP-2807-06,same_brand_name_has_multiple_generic_names
vivasartan plus,losartan +hydrochlorothiazide | losartan potassium + hydrochlorothiazide,DRP-2185 | DRP-2186,same_brand_name_has_multiple_generic_names
cardiotaz 20,trimetazidine (as dihydrochloride) | trimetazidine dihydrochloride,DRP-2253 | DRP-4161-03,same_brand_name_has_multiple_generic_names
cordistat,amlodipine (as besilate) + atorvastatin (as calcium) | atorvastatin (as calcium) + amlodipine (as besilate),DRP-2304-02 | DRP-2511-02,same_brand_name_has_multiple_generic_names
miravast,amlodipine (as besilate) + atorvastatin (as calcium) | atorvastatin (as calcium) + amlodipine (as besilate),DRP-2304-03 | DRP-2511-03,same_brand_name_has_multiple_generic_names
coldrex-ppa,paracetamol + phenylpropanolamine hcl + chlorphenamine maleate | paracetamol + phenylpropanolamine hydrochloride + chlorphenamine maleate,DRP-2360 | DRP-2362,same_brand_name_has_multiple_generic_names
jinzole,metronidazole | metronidazole (as benzoate),DRP-2420 | DRP-5591,same_brand_name_has_multiple_generic_names
menizole,metronidazole | metronidazole (as benzoate),DRP-2420-01 | DRP-5591-01,same_brand_name_has_multiple_generic_names
ricozole,metronidazole | metronidazole (as benzoate),DRP-2420-03 | DRP-5591-04,same_brand_name_has_multiple_generic_names
fuson,fusidic acid | sodium fusidate,DRP-2457 | DRP-2458,same_brand_name_has_multiple_generic_names
cardiotaz,trimetazidine (as hydrochloride) | trimetazidine dihydrochloride,DRP-2489-02 | DRP-8586-05,same_brand_name_has_multiple_generic_names
gozedine,trimetazidine (as hydrochloride) | trimetazidine dihydrochloride,DRP-2489-05 | DRP-8586-08,same_brand_name_has_multiple_generic_names
xinprotec,trimetazidine (as hydrochloride) | trimetazidine dihydrochloride,DRP-2489-09 | DRP-8586-14,same_brand_name_has_multiple_generic_names
diazitri 35,trimetazidine (as hydrochloride) | trimetazidine dihydrochloride,DRP-2489-14 | DRP-4004-03,same_brand_name_has_multiple_generic_names
cifrem,cefuroxime (as axetil) | cefuroxime(as axetil),DRP-2555 | DRP-3211,same_brand_name_has_multiple_generic_names
cefumax,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-2596-01 | DRP-3442-01,same_brand_name_has_multiple_generic_names
visymplex plus,multivitamins | multivitamins + l-lysine hydrochloride,DRP-2616 | DRP-2617,same_brand_name_has_multiple_generic_names
appevit,buclizine hydrochloride + vitamin b complex + iron | multivitamins + mineral + buclizine,DRP-2653 | DRP-7742,same_brand_name_has_multiple_generic_names
apperon,buclizine hydrohloride + vitamin b-complex + iron | multivitamins + minerals + buclizine,DRP-2653-10 | DRP-7742-05,same_brand_name_has_multiple_generic_names
apperozine,buclizine hydrohloride + vitamin b-complex + iron | multivitamins + minerals + buclizine,DRP-2653-20 | DRP-7742-10,same_brand_name_has_multiple_generic_names
geoprazole,omeprazole | omeprazole (as sodium),DRP-2725-12 | DRP-5025-03,same_brand_name_has_multiple_generic_names
omemac-gerd,omeprazole | omeprazole (as sodium),DRP-3047-03 | DRP-5025-29,same_brand_name_has_multiple_generic_names
tidomet,carbidopa + levodopa | levodopa + carbidopa,DRP-2770 | DRP-2782,same_brand_name_has_multiple_generic_names
zurenix,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-282 | DRP-455,same_brand_name_has_multiple_generic_names
eurimax,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-3995-23 | DRP-5367-02,same_brand_name_has_multiple_generic_names
solazol,glimeperide | glimepiride,DRP-3019-01 | DRP-3019-02,same_brand_name_has_multiple_generic_names
zemomax,omeprazole | omeprazole (as sodium),DRP-3047-10 | DRP-5025-28,same_brand_name_has_multiple_generic_names
zionel,metoprolol (as tartrate) | metoprolol tartrate,DRP-3073 | DRP-4215,same_brand_name_has_multiple_generic_names
b-bloc,metoprolol (as tartrate) | metoprolol tartrate,DRP-3073-02 | DRP-4215-01,same_brand_name_has_multiple_generic_names
amlodipine (as besilate),bptrol | calpress-10 | calpress-5 | norvatrol,DRP-3077 | DRP-3079 | DRP-3108 | DRP-3108-03,same_brand_name_has_multiple_generic_names
zyrex,cefuroxime (as sodium) | cefuroxime sodium,DRP-3115-02 | DRP-4515-07,same_brand_name_has_multiple_generic_names
trixime,cefuroxime (as axetil) | cefuroxime (as sodium) | cefuroxime sodium,DRP-3115-04 | DRP-3210-04 | DRP-4515-06,same_brand_name_has_multiple_generic_names
piperacillin (as sodium) + tazobactam (as sodium),tazbac | tazobet | ureitaz | zopip,DRP-3143 | DRP-3143-01 | DRP-3143-02 | DRP-3555-05,same_brand_name_has_multiple_generic_names
ezythromax,azithromycin | azithromycin (as monohydrate),DRP-3204-03 | DRP-3431-05,same_brand_name_has_multiple_generic_names
avax,salbutamol (as sulfate) | salbutamol sulfate,DRP-3237 | DRP-4258,same_brand_name_has_multiple_generic_names
gasaide,dicycloverine (as hydrochloride) | dicycloverine hydrichloride | dicycloverine hydrochloride,DRP-3246 | DRP-4522 | DRP-5274,same_brand_name_has_multiple_generic_names
dicyclogen,dicycloverine (as hydrochloride) | dicycloverine hydrochloride,DRP-3246-02 | DRP-5274-01,same_brand_name_has_multiple_generic_names
cloverine,dicycloverine (as hydrochloride) | dicycloverine hydrochloride,DRP-3246-03 | DRP-4522-03,same_brand_name_has_multiple_generic_names
reliefas,dicycloverine (as hydrochloride) | dicycloverine hydrochloride,DRP-3246-05 | DRP-5274-02,same_brand_name_has_multiple_generic_names
urobac,cotrimaxozole | cotrimoxazole,DRP-3267-04 | DRP-4549-03,same_brand_name_has_multiple_generic_names
ketofix,ketotifen (as hydrogen fumarate) | ketotifen fumarate | ketotifen hydrogen fumarate,DRP-3271 | DRP-3983 | DRP-5334,same_brand_name_has_multiple_generic_names
allecur,cetirizine hydrochloride | cetirizine hydrochloride (apple green flavor),DRP-3272 | DRP-8261,same_brand_name_has_multiple_generic_names
fevcet,paracetamol + tramadol hydrochloride | tramadol hydrochloride + paracetamol,DRP-3309-08 | DRP-5195-05,same_brand_name_has_multiple_generic_names
cinazith-ds,azithromycin (as dihydrate) | azithromycin (as monohydrate),DRP-3431-09 | DRP-5605-01,same_brand_name_has_multiple_generic_names
ferlum,ferrous sulfate | ferrous sulfate (as heptahydrate),DRP-3328 | DRP-4167,same_brand_name_has_multiple_generic_names
lipitor,atorvastatin (as calcium) | atorvastatin calcium,DRP-3363 | DRP-3364,same_brand_name_has_multiple_generic_names
flukid,phenylpropanolamine hydrochloride + chlorphenamine maleate | phenylpropanolamine hydrochloride + chlorpheniramine maleate,DRP-3383-03 | DRP-3599-03,same_brand_name_has_multiple_generic_names
raphzep,paracetamol + phenylephrine hydrochloride + chlorpheniramine maleate | phenylephrine hydrochloride + chlorpheniramine maleate + paracetamol,DRP-3400-01 | DRP-4997,same_brand_name_has_multiple_generic_names
bercef,cefaclor | cefaclor (as monohydrate),DRP-3423-01 | DRP-3573-02,same_brand_name_has_multiple_generic_names
xelor,cefaclor | cefaclor (as monohydrate),DRP-3423-02 | DRP-3573-01,same_brand_name_has_multiple_generic_names
buclivit,multivitamins + buclizine hydrochloride | multivitamins + buclizine hydrochloride + iron,DRP-3493-01 | DRP-6827-07,same_brand_name_has_multiple_generic_names
appebest,multivitamins + buclizine hydrochloride | multivitamins + buclizine hydrochloride + iron (as ferrous sulfate),DRP-3493-03 | DRP-6827-08,same_brand_name_has_multiple_generic_names
daily plus,multivitamins + buclizine hydrochloride | multivitamins + buclizine hydrochloride + iron,DRP-3493-05 | DRP-6827-06,same_brand_name_has_multiple_generic_names
buclirich,multivitamins + buclizine hydrochloride | multivitamins + buclizine hydrochloride + iron,DRP-3493-09 | DRP-6827-05,same_brand_name_has_multiple_generic_names
bufen,ibuprofen | ibuprofen (orange flavor),DRP-3562 | DRP-3563,same_brand_name_has_multiple_generic_names
noxifen,phenylpropanolamine hydrochloride + chlorphenamine maleate | phenylpropanolamine hydrochloride + chlorpheniramine maleate,DRP-3599 | DRP-935,same_brand_name_has_multiple_generic_names
aerox,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-3600 | DRP-4975,same_brand_name_has_multiple_generic_names
gentriaxone,ceftriaxone (as sodium) | ceftriaxone sodium,DRP-3601-09 | DRP-5240-20,same_brand_name_has_multiple_generic_names
danoxime,cefuroxime (as sodium) | cefuroxime sodium,DRP-3615 | DRP-7062,same_brand_name_has_multiple_generic_names
amamcla,amoxicillin (as sodium) + potassium clavulanate (as clavulanic acid) | co-amoxiclav,DRP-3620 | DRP-6052,same_brand_name_has_multiple_generic_names
ampimax,ampicillin (as sodium) + sulbactam (as sodium) | sultamicillin (as tosilate dihydrate),DRP-3649-01 | DRP-4190,same_brand_name_has_multiple_generic_names
telmidin,telmisartan | telmisartan 40mg,DRP-3687-05 | DRP-3710-04,same_brand_name_has_multiple_generic_names
calan,verapamil | verapamil hydrochloride,DRP-3734 | DRP-4007,same_brand_name_has_multiple_generic_names
revitron,multivitamins + minerals | multivitamins + minerals + lysine + inositol,DRP-3800-01 | DRP-3842-02,same_brand_name_has_multiple_generic_names
mupiban,mupirocin | mupirocin (as calcium),DRP-3840 | DRP-7979,same_brand_name_has_multiple_generic_names
evamin,amino acids | amino acids + multiviatmins + minerals,DRP-3866-03 | DRP-4561-03,same_brand_name_has_multiple_generic_names
zolnex,hyoscine (as n-butylbromide) | hyoscine n-butylbromide,DRP-3930 | DRP-4770,same_brand_name_has_multiple_generic_names
zycloran,chlorpromazine ( as hydrochloride ) | chlorpromazine ( as hydrochloride),DRP-3961 | DRP-3962,same_brand_name_has_multiple_generic_names
cefuget,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-3995-08 | DRP-5503-01,same_brand_name_has_multiple_generic_names
titacef,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-3995-09 | DRP-4164-18,same_brand_name_has_multiple_generic_names
oxifadz,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-3995-27 | DRP-4164-29,same_brand_name_has_multiple_generic_names
verbeta 24,betahistine dihydrochloride | betahistine hydrochloride,DRP-4145-12 | DRP-5644-03,same_brand_name_has_multiple_generic_names
aeruginox,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-4975-02 | DRP-7483,same_brand_name_has_multiple_generic_names
histaril,guaifenesin + salbutamol (as sulfate) | guaifenesin / salbutamol (as sulfate),DRP-4224 | DRP-7837,same_brand_name_has_multiple_generic_names
esolev,esomeprazole (as magnesium trihydrate) | esomeprazole (as sodium),DRP-4232-02 | DRP-5881-02,same_brand_name_has_multiple_generic_names
methyden,methylprednisolone | methylprednisolone (as sodium succinate),DRP-4317-01 | DRP-5415-03,same_brand_name_has_multiple_generic_names
somazine,citicoline | citicoline (as sodium),DRP-432 | DRP-434,same_brand_name_has_multiple_generic_names
clintam,clindamycin (as phosphate) | clindamycin(as phosphate),DRP-4324-04 | DRP-4355-04,same_brand_name_has_multiple_generic_names
rucef,cefuroxime | cefuroxime (as axetil),DRP-4349 | DRP-5503-02,same_brand_name_has_multiple_generic_names
diclogen,diclofenac diethylamine | diclofenac sodium,DRP-4362 | DRP-978,same_brand_name_has_multiple_generic_names
anemifer,ferrous sulfate heptahydrate | iron | iron (as ferrous sulfate heptahydrate),DRP-4493 | DRP-7744 | DRP-7846,same_brand_name_has_multiple_generic_names
dolright,tramadol (as hydrochloride) | tramadol hydrochloride,DRP-4508-01 | DRP-5457-04,same_brand_name_has_multiple_generic_names
pantoxac,pantoprazole | pantoprazole (as sodium),DRP-4664-05 | DRP-6635-07,same_brand_name_has_multiple_generic_names
brodix,salbutamol (as sulfate) | salbutamol sulfate,DRP-4671-04 | DRP-630-04,same_brand_name_has_multiple_generic_names
aezar,piperacillin (as sodium) + tazobactam (as sodium) | piperacillin (as sodium) / tazobactam (as sodium),DRP-4696-13 | DRP-5515-02,same_brand_name_has_multiple_generic_names
lozak,losartan (as potassium) | losartan potassium,DRP-4706 | DRP-4724,same_brand_name_has_multiple_generic_names
thiaxtan,losartan potassium + hydrochlorothiazide | losartan potassium + hydrochlothiazide,DRP-4753 | DRP-4860,same_brand_name_has_multiple_generic_names
mdbrox,ambroxol | ambroxol hydrochloride,DRP-4837 | DRP-5163,same_brand_name_has_multiple_generic_names
valcamp,amlodipine (as besilate) + valsartan | amlodipine (as besilate)+ valsartan,DRP-4868-01 | DRP-4869-01,same_brand_name_has_multiple_generic_names
medicip,ciprofloxacin (as hydrochloride) | ciprofloxacin hydrochloride,DRP-495 | DRP-495-03,same_brand_name_has_multiple_generic_names
cefulab,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-4975-07 | DRP-8403-12,same_brand_name_has_multiple_generic_names
terxime,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-4976-24 | DRP-5367-12,same_brand_name_has_multiple_generic_names
ximebac,cefixime | cefixime (as trihydrate),DRP-5683-02 | DRP-8070-05,same_brand_name_has_multiple_generic_names
cefitrene,cefixime | cefixime (as trihydrate),DRP-5052-04 | DRP-5683-03,same_brand_name_has_multiple_generic_names
tgxime,cefixime | cefixime (as trihydrate),DRP-5121-14 | DRP-5683-16,same_brand_name_has_multiple_generic_names
cefulax,cefixime | cefixime (as trihydrate),DRP-5052-11 | DRP-5683-05,same_brand_name_has_multiple_generic_names
ceftri,cefixime | cefixime (as trihydrate),DRP-5052-12 | DRP-5683-06,same_brand_name_has_multiple_generic_names
froncef,cefixime | cefixime (as trihydrate),DRP-5052-13 | DRP-5683-27,same_brand_name_has_multiple_generic_names
tropsiv,cefixime | cefixime (as trihydrate),DRP-5052-15 | DRP-5683-22,same_brand_name_has_multiple_generic_names
omnixime,cefixime | cefixime (as trihydrate),DRP-5052-16 | DRP-5683-08,same_brand_name_has_multiple_generic_names
truquest,cefixime | cefixime (as trihydrate),DRP-5052-22 | DRP-5683-18,same_brand_name_has_multiple_generic_names
nibexime,cefixime | cefixime (as trihydrate),DRP-5052-23 | DRP-5683-19,same_brand_name_has_multiple_generic_names
kenzocef,cefixime | cefixime (as trihydrate),DRP-5052-24 | DRP-5683-20,same_brand_name_has_multiple_generic_names
luxime,cefixime | cefixime (as trihydrate),DRP-5052-27 | DRP-5683-24,same_brand_name_has_multiple_generic_names
cefegold,cefixime | cefixime (as trihydrate),DRP-5052-32 | DRP-5683-28,same_brand_name_has_multiple_generic_names
elbacef,cefuroxime (as sodium) | cefuroxime sodium,DRP-5060-01 | DRP-7062-01,same_brand_name_has_multiple_generic_names
phosphaxil,cyclophosphamide | cyclophosphamide (as monohydrate),DRP-5167-03 | DRP-5335-07,same_brand_name_has_multiple_generic_names
esoget,esomeprazole (as magnesium) | esomeprazole (as sodium),DRP-5177 | DRP-6336,same_brand_name_has_multiple_generic_names
reax,cetirizine (as dihydrochloride ) | cetirizine dihydrochloride,DRP-5185 | DRP-5508,same_brand_name_has_multiple_generic_names
alerest,cetirizine (as dihydrochloride) | cetirizine dihydrochloride,DRP-5185-06 | DRP-5508-08,same_brand_name_has_multiple_generic_names
lergic,cetirizine (as dihydrochloride ) | cetirizine dihydrochloride 2.5 mg/ml syrup (oral drops) | cetirizine dihydrochloride 5 mg/5 ml syrup,DRP-5185-07 | DRP-5405-03 | DRP-5508-03,same_brand_name_has_multiple_generic_names
lerif,cetirizine (as dihydrochloride) | cetirizine dihydrochloride | cetirizine dihydrochloride 2.5 mg/ml syrup (oral drops),DRP-5185-08 | DRP-5405-02 | DRP-5508-05,same_brand_name_has_multiple_generic_names
kidicef,paracetamol | paracetamol 500 mg tablet,DRP-5636 | HRP-367,same_brand_name_has_multiple_generic_names
amorex,amoxicillin (as trihydrate) | amoxicillin trihydrate,DRP-5251 | DRP-5258,same_brand_name_has_multiple_generic_names
cotrimaxol,cotrimoxazole | cotrimoxazole (butterscotch flavor),DRP-5256 | DRP-5447,same_brand_name_has_multiple_generic_names
pneumonex,cefalexin | cefalexin (as monohydrate),DRP-5261 | DRP-5814,same_brand_name_has_multiple_generic_names
histamox,diphenhydramine | diphenhydramine hydrochloride,DRP-5316 | DRP-5665,same_brand_name_has_multiple_generic_names
cladryl,diphenhydramine | diphenhydramine hydrochloride,DRP-5316-02 | DRP-5665-02,same_brand_name_has_multiple_generic_names
sulvacil,ampicillin (as sodium) + sulbactam (as sodium) | ampicillin(as sodium)+sulbactam(as sodium),DRP-5382-02 | DRP-5442-02,same_brand_name_has_multiple_generic_names
cloxid,cloxacillin | cloxacillin (as sodium),DRP-5525 | DRP-5599,same_brand_name_has_multiple_generic_names
maxifer,iron (as iron sucrose) | iron sucrose,DRP-5540-02 | DRP-6809-01,same_brand_name_has_multiple_generic_names
prosec,omeprazole | omeprazole(as sodium),DRP-5657 | DRP-742-01,same_brand_name_has_multiple_generic_names
nurocol,citicoline | citicoline ( as sodium ),DRP-5671 | DRP-6435,same_brand_name_has_multiple_generic_names
propump,pantoprazole (as sodium sesquihydrate) | pantoprazole (as sodium),DRP-5828-07 | DRP-5896-02,same_brand_name_has_multiple_generic_names
bizataz,piperacillin (as sodium) + tazobactam (as sodium) | piperacillin(as sodium) + tazobactam (as sodium),DRP-5865 | DRP-7426,same_brand_name_has_multiple_generic_names
omee,omeprazole (as sodium) | omeprazole sodium,DRP-5882-04 | DRP-5930-11,same_brand_name_has_multiple_generic_names
zukastop,ondansetron (as hydrochloride dihydrate) | ondansetron (as hydrochloride),DRP-5894-02 | DRP-6609-06,same_brand_name_has_multiple_generic_names
ondens,ondansetron (as hydrochloride dihydrate) | ondansetron (as hydrochloride),DRP-5894-06 | DRP-6609-07,same_brand_name_has_multiple_generic_names
ketomicore,ketoanalogues + essential amino acids | ketoanalogues + essential phospholipids,DRP-5901-02 | DRP-6051-17,same_brand_name_has_multiple_generic_names
melmag,aluminum hydroxide + magnesium hydroxide | aluminum hydroxide/ magnesium hydroxide,DRP-5941 | HRP-103,same_brand_name_has_multiple_generic_names
maxcid,aluminum hydroxide + magnesium hydroxide | aluminum hydroxide/ magnesium hydroxide,DRP-5941-01 | HRP-103-01,same_brand_name_has_multiple_generic_names
ketoanalogues + essential amino acids,aminoral | ketoanalogues + essential amino acids,DRP-6051-21 | DRP-7371,same_brand_name_has_multiple_generic_names
methocel,methorexate | methotrexate,DRP-6054 | DRP-8246,same_brand_name_has_multiple_generic_names
enhanzee,ascorbic acid | ascorbic acid (as sodium ascorbate) + zinc (as sulfate monohydrate),DRP-6089-06 | DRP-8843-01,same_brand_name_has_multiple_generic_names
corbizee plus,ascorbic acid (as sodium ascorbate) + zinc. (as sulfate monohydrate) | ascorbic acid + zinc,DRP-6089 | DRP-8988,same_brand_name_has_multiple_generic_names
diprogenta,betamethasone (dipropionate) / gentamicin (as sulfate) | betamethasone / gentamicin,DRP-6238 | DRP-6239,same_brand_name_has_multiple_generic_names
alfree,cetirizine dihydrochloride | cetirizine hydrochloride,DRP-6260 | DRP-9074,same_brand_name_has_multiple_generic_names
valianz,amlodipine (as besilate) + valsartan | valsartan + amlodipine (as besilate),DRP-6311 | DRP-8984,same_brand_name_has_multiple_generic_names
vent,salbutamol (as sulfate) | salbutamol sulfate,DRP-630 | DRP-630-08,same_brand_name_has_multiple_generic_names
clonigen,clonidine | clonidine (as hydrochloride),DRP-6300 | DRP-6315,same_brand_name_has_multiple_generic_names
aekovan,vancomycin (as hydrochloride) | vancomycin hydrochloride,DRP-6421 | DRP-7387-06,same_brand_name_has_multiple_generic_names
uniclox,cloxacillin (as sodium) | cloxacillin sodium,DRP-6714 | DRP-6752,same_brand_name_has_multiple_generic_names
zeticof,butamirate (as citrate) | butamirate citrate,DRP-6725-01 | DRP-8379-03,same_brand_name_has_multiple_generic_names
buticod,butamirate (as citrate) | butamirate citrate,DRP-6725-03 | DRP-8379-02,same_brand_name_has_multiple_generic_names
b.n.p.,neomycin (as sulfate) + polymyxin (as sulfate) + bacitracin | neomycin (as sulfate) + polymyxin b (as sulfate) + bacitracin,DRP-675 | DRP-678,same_brand_name_has_multiple_generic_names
aceclav,co-amoxiclav | co-amoxiclav (see reverse for formulation),DRP-6757-04 | DRP-7048-01,same_brand_name_has_multiple_generic_names
lamotrigine,lamepil-100 | lamepil-25,DRP-6770 | DRP-6797,same_brand_name_has_multiple_generic_names
exforge hct,amlodipine (as besilate) + hydrochlorothiazide | amlodipine (as besilate) + valsartan + hydrochlorothiazide | amlodipine hydrochlorothiazide,DRP-6805 | DRP-6806 | DRP-6807,same_brand_name_has_multiple_generic_names
budesonide,asthlon | medcort,DRP-6868-02 | DRP-6868-03,same_brand_name_has_multiple_generic_names
guiacof plus,guaifenesin + salbutamol | salbutamol (as sulfate) + guaifenesin,DRP-6938 | DRP-6939,same_brand_name_has_multiple_generic_names
mepem,meropenem (as trihydrate) | meropenem trihydrate . dried sodium carbonate,DRP-6955 | DRP-7859,same_brand_name_has_multiple_generic_names
enerstress,multivitamin | multivitamins,DRP-7005 | DRP-7006,same_brand_name_has_multiple_generic_names
avas,atorvastatin ( as calcium ) | atorvastatin (as calcium),DRP-7057 | DRP-9583,same_brand_name_has_multiple_generic_names
metrozole,metronidazole | metronidazole (as benzoate),DRP-7068 | DRP-7107,same_brand_name_has_multiple_generic_names
multilem plus,multilem+iron | multivitamins+iron,DRP-7085 | DRP-7294,same_brand_name_has_multiple_generic_names
zudem,cefpodoxime (as proxetil) | desloratadine,DRP-7109 | DRP-7775,same_brand_name_has_multiple_generic_names
ferriscript,iron (as ferric hydroxide sucrose complex) | iron (as iron sucrose),DRP-7111-02 | DRP-7844-05,same_brand_name_has_multiple_generic_names
sinudrin,phenylpropanolamine hydrochloride | phenylpropanolomine hydrochloride,DRP-7164 | DRP-7301,same_brand_name_has_multiple_generic_names
edroxid,aluminum / magnesium hydroxide | aluminum hydroxide + magnesium hydroxide,DRP-720 | DRP-8013,same_brand_name_has_multiple_generic_names
q-win,quetiapine ( as fumarate ) | quetiapine ( as fumarate) | quetiapine (as fumarate ),DRP-7200 | DRP-7203 | DRP-7868,same_brand_name_has_multiple_generic_names
angioten,losartan (as potassium) | losartan potassium,DRP-7208 | DRP-7209,same_brand_name_has_multiple_generic_names
spiroden,spirinolactone | spironolactone,DRP-7359-03 | DRP-7361-02,same_brand_name_has_multiple_generic_names
appetens,pizotifen + vitamin b complex | pizotifen + vitamin b-complex,DRP-7455 | DRP-7462,same_brand_name_has_multiple_generic_names
atornav,atorvastatin | atorvastatin (as calcium),DRP-7530-03 | DRP-8593-01,same_brand_name_has_multiple_generic_names
flustan,paracetamol + phenylephrine hcl + chlorphenamine maleate | paracetamol + phenylephrine hydrochloride + chlorphenamine maleate,DRP-7759-02 | DRP-7760-02,same_brand_name_has_multiple_generic_names
alerchek,olapatadine (as hydrochloride) | olopatadine (as hydrochloride),DRP-7886 | DRP-8264,same_brand_name_has_multiple_generic_names
drozid,cefadroxil | cefadroxil (as monohydrate),DRP-8080 | DRP-8421,same_brand_name_has_multiple_generic_names
stalev,levodopa + carbidopa + entacapone | levodopa + carbidopa + entecapone,DRP-8091 | DRP-8092,same_brand_name_has_multiple_generic_names
qmeprazole,omeprazole | omeprazole (as sodium),DRP-8396-05 | DRP-9420-01,same_brand_name_has_multiple_generic_names
glivec,imatinib (as mesylate beta crystals) | imatinib (as mesylate),DRP-8528 | DRP-8529,same_brand_name_has_multiple_generic_names
execore,cefuroxime (as axetil) | cefuroxime (as sodium),DRP-8746 | DRP-9975,same_brand_name_has_multiple_generic_names
mucucil,acetylcysteine | this cpr is granted following a.o. 31 s. 2005.,DRP-9168-01 | DRP-9169-01,same_brand_name_has_multiple_generic_names
sa-cee,ascorbic acid (as sodium ascorbate) | sodium ascorbate,DRP-9584 | HRP-344,same_brand_name_has_multiple_generic_names
lagundex,vitex negundo l. (lagundi leaf) | vitex negundo l. lagundi leaf,HMR-45 | HMR-63,same_brand_name_has_multiple_generic_names
flumexal,vitex negundo l. (lagundi leaf) | vitex negundo l. (lagundi leaf) mandarin orange flavor,HMR-127 | HMR-175,same_brand_name_has_multiple_generic_names
re-leaf forte,blumea balsamifera (l.) dc (sambong leaf) | blumea balsamifera l. (sambong leaf),HMR-155 | HMR-17,same_brand_name_has_multiple_generic_names
lagundex forte,vitex negundo l. (lagundi leaf) | vitex negundo l. lagundi leaf,HMR-177 | HMR-64,same_brand_name_has_multiple_generic_names
plemex forte,vitex negundo l. | vitex negundo l. (lagundi leaf),HMR-49 | HMR-89,same_brand_name_has_multiple_generic_names
plemex for kids (banana flavor),vitex negundo l. | vitex negundo l. (lagundi leaf),HMR-184 | HMR-50,same_brand_name_has_multiple_generic_names
ofplemed,vitex negundo l. (lagundi leaf) | vitex negundo l. (lagundi) leaf | vitex negundo l. lagundi leaf | vitex negundo l.(lagundi leaf),HMR-87 | HMRP-26 | HMRP-36 | HRP-690,same_brand_name_has_multiple_generic_names
stimuno,phyllanthus niruri l. | phyllanthus niruri l. (meniran whole plant),HMRP-11 | HMRP-12,same_brand_name_has_multiple_generic_names
imuncare,phyllanthus niruri l. | phyllanthus niruri l. (meniran whole plant),HMRP-11-01 | HMRP-12-01,same_brand_name_has_multiple_generic_names
clircaf forte,vitex negundo l (lagundi leaf) | vitex negundo l. (lagundi leaf),HMRP-22 | HMRP-25,same_brand_name_has_multiple_generic_names
clircaf,vitex negundo l (lagundi leaf) | vitex negundo l. (lagundi leaf),HMRP-24 | HMRP-39,same_brand_name_has_multiple_generic_names
gundisaph-s600,vitex negundo l. (lagundi leaf) | vitex negundo l. (nirgundi leaf),HRP-505 | HRP-506,same_brand_name_has_multiple_generic_names
