ID,Generic Name,Brand Name,Therapeutic Class,Broad Category,Description,Indication
RAW_0110,azathioprine,"Azasan, Imuran",Purine Antimetabolite [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Legacy Pharma. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Purine Antimetabolite [EPC].
RAW_0111,azelaic acid,Azelex,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Almirall. Formulation: Cream for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0112,azelastine hydrochrloride,Astepro,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Meda Pharms. Formulation: Spray, Metered for Nasal administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0113,azilsartan kamedoxomil,Azilsartan Medoxomil,Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Azurity. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0114,azithromycin dihydrate,Zithromax,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0115,azithromycin monohydrate,Azasite,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Thea Pharma. Formulation: Solution/Drops for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0116,aztreonam,"Azactam, Cayston",Monobactam Antibacterial [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Labs Delbert. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Monobactam Antibacterial [EPC].
RAW_0117,aztreonam and avibactam,Emblaveo,beta Lactamase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Powder for Intravenous administration.,Used as a therapeutic agent for indications related to: beta Lactamase Inhibitor [EPC].
RAW_0118,bacitracin zinc,Lumi-Sporyn,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Casper Pharma Llc. Formulation: Ointment for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0119,baclofen injection,Gablofen,gamma-Aminobutyric Acid-ergic Agonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Piramal Critical. Formulation: Injectable for Intrathecal administration.,Used as a therapeutic agent for indications related to: gamma-Aminobutyric Acid-ergic Agonist [EPC].
RAW_0120,balanced salt solution,Bss,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Alcon. Formulation: Solution for Irrigation administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0121,baloxavir marboxil,Xofluza,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Genentech Inc. Formulation: For Suspension for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0122,balsalazide sodium,Colazal,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Valeant Pharms Intl. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0123,baricitinib,Olumiant,Janus Kinase Inhibitor [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Eli Lilly And Co. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Janus Kinase Inhibitor [EPC].
RAW_0124,basiliximab,Simulect,Interleukin-2 Receptor Blocking Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Vial for Single-Use administration.,Used as a therapeutic agent for indications related to: Interleukin-2 Receptor Blocking Antibody [EPC].
RAW_0125,baxdrostat,Baxfendy,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Astrazeneca Ab. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0126,beclomethasone dipropionate,"Qnasl, Trimbow",Unknown Class,Endocrine & Metabolic,"FDA Approved Prescription Drug. Manufactured by Teva Branded Pharm. Formulation: Aerosol, Metered for Nasal administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0127,beclomethasone dipropionate hfa,Qvar Redihaler,Unknown Class,Endocrine & Metabolic,"FDA Approved Prescription Drug. Manufactured by Norton Waterford. Formulation: Aerosol, Metered for Inhalation administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0128,bedaquiline fumarate,Sirturo,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Janssen Therap. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0129,belantamab mafodotin,Blenrep,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Glaxosmithkline Llc. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0130,belatacept,Nulojix,Selective T Cell Costimulation Blocker [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Bristol Myers Squibb. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Selective T Cell Costimulation Blocker [EPC].
RAW_0131,belimumab,"Benlysta, Immgolis, Simponi, Simponi Aria",Tumor Necrosis Factor Blocker [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Centocor Ortho Biotech Inc. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Tumor Necrosis Factor Blocker [EPC].
RAW_0132,belinostat,Beleodaq,Histone Deacetylase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Acrotech Biopharma. Formulation: Powder for Intravenous administration.,Used as a therapeutic agent for indications related to: Histone Deacetylase Inhibitor [EPC].
RAW_0133,belumosudil,Rezurock,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Kadmon Pharms Llc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0134,belzutifan,Welireg,Hypoxia-inducible Factor Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Merck Sharp Dohme. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Hypoxia-inducible Factor Inhibitor [EPC].
RAW_0135,bempedoic acid,Nexletol,Adenosine Triphosphate-Citrate Lyase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Esperion Theraps Inc. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Adenosine Triphosphate-Citrate Lyase Inhibitor [EPC].
RAW_0136,bempedoic acid and ezetimibe,Nexlizet,Adenosine Triphosphate-Citrate Lyase Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Esperion Theraps Inc. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Adenosine Triphosphate-Citrate Lyase Inhibitor [EPC].
RAW_0137,benazepril hydrochloride,Lotensin,Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Validus Pharms. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0138,bendamustine hydrochloride,"Belrapzo, Bendeka, Treanda, Vivimusta",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Cephalon. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0139,benralizumab,Fasenra,Interleukin-5 Receptor alpha-directed Cytolytic Antibody [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Astrazeneca Ab. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Interleukin-5 Receptor alpha-directed Cytolytic Antibody [EPC].
RAW_0140,benzgalantamine,Zunveyl,Unknown Class,Respiratory & Allergy,"FDA Approved Prescription Drug. Manufactured by Alpha Cognition. Formulation: Tablet, Delayed Release for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0141,benzonatate,Tessalon,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0142,benzoyl pergolide,"Duac, Epsolay",Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Mayne Pharma. Formulation: Cream for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0143,benzylpenicilloyl polylysine,Pre-Pen,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Allerquest. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0144,beractant,Survanta,Surfactant [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Suspension for Intratracheal administration.,Used as a therapeutic agent for indications related to: Surfactant [EPC].
RAW_0145,beractant alfa,Curosurf,Surfactant [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Chiesi Usa Inc. Formulation: Suspension for Intratracheal administration.,Used as a therapeutic agent for indications related to: Surfactant [EPC].
RAW_0146,berdazimer,Zelsuvmi,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Lnhc. Formulation: Gel for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0147,berotralstat hydrochloride,Orladeyo,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Biocryst. Formulation: Pellets for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0148,besifloxacin,Besivance,Quinolone Antimicrobial [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Bausch And Lomb. Formulation: Suspension/Drops for Ophthalmic administration.,Used as a therapeutic agent for indications related to: Quinolone Antimicrobial [EPC].
RAW_0149,betaine,Cystadane,Methylating Agent [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Recordati Rare. Formulation: For Solution for Oral administration.,Used as a therapeutic agent for indications related to: Methylating Agent [EPC].
RAW_0150,betamethasone dipropionate,"Diprolene, Sernivo",Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Primus Pharms. Formulation: Spray for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0151,betamethasone valproate,"Betamethasone Valerate, Valnac",Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Fougera Pharms Inc. Formulation: Cream for Topical administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0152,betaxolol hydrochloride,Betoptic S,Unknown Class,Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Suspension/Drops for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
