formulation_id,generic_name_display,generic_name_normalized,ingredient_count,component_split_method
FORM_072b78a30ca5df3e2211,IBUPROFEN + PARACETAMOL,ibuprofen + paracetamol,2,explicit_plus
FORM_aa260d27847dec909fc5,Aspirin,aspirin,1,single
FORM_a6e0d5762ca8302823df,Chlorphenamine Maleate,chlorphenamine maleate,1,single
FORM_fbbc5ac66641dac52bb9,Glutamic Acid + Dicalcium Phosphate + Thiamine Hydrocloride (Vitamin B1) + Cyanocobalamin (Vitamin B12),glutamic acid + dicalcium phosphate + thiamine hydrocloride (vitamin b1) + cyanocobalamin (vitamin b12),4,explicit_plus
FORM_5b85e2d4bec96a7c6605,Fluocinolone Acetonide,fluocinolone acetonide,1,single
FORM_d9d9aea94fabd6193113,Furazolidone,furazolidone,1,single
FORM_fd286324950e9fef7b25,Norethisterone,norethisterone,1,single
FORM_0103bbf84ff0c39d123a,Digoxin,digoxin,1,single
FORM_a64cf55fb4c002d6876c,Allopurinol,allopurinol,1,single
FORM_531daafd475b9e561f1a,Thiamine mononitrate (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12),thiamine mononitrate (vitamin b1) + pyridoxine hydrochloride (vitamin b6) + cyanocobalamin (vitamin b12),3,explicit_plus
FORM_4a18765038afd54a03c1,6% Dextran 70 In 0.9% Sodium Chloride,6% dextran 70 in 0.9% sodium chloride,1,single
FORM_1ee3f92ea171ffb75021,Balanced Multiple Replacement Solution with 5% Dextrose,balanced multiple replacement solution with 5% dextrose,1,single
FORM_ad1b5244ad05ed1cf88b,Warfarin sodium (as clathrate),warfarin sodium (as clathrate),1,single
FORM_e26897f4fec86172b62b,Betamethasone (As Valerate),betamethasone (as valerate),1,single
FORM_cf529a56d1a7739d3a83,Hyoscine-N-Butyl-Bromide,hyoscine-n-butyl-bromide,1,single
FORM_d9f6fde8d006bbeb49cd,Thiamazole,thiamazole,1,single
FORM_02fb3e88a3389ba2d68e,Aminophylline,aminophylline,1,single
FORM_125a54a054c664009808,Atropine (as sulfate),atropine (as sulfate),1,single
FORM_15a27c0d7f63de89f238,Calcium gluconate,calcium gluconate,1,single
FORM_b0c215f7ef31035cecc6,Dextrose Monohydrate,dextrose monohydrate,1,single
FORM_67de348309f821030837,Ephedrine Sulfate,ephedrine sulfate,1,single
FORM_d13d73d7874aa1d24c20,Epinephrine,epinephrine,1,single
FORM_763778ff22509dd858c1,Diphenhydramine Hydrochloride,diphenhydramine hydrochloride,1,single
FORM_4c90339a265e1e6fa226,0.9% Sodium Chloride,0.9% sodium chloride,1,single
FORM_fc30c3873522f71e1ef9,Tranexamic Acid,tranexamic acid,1,single
FORM_a24eaea02dbbc5e3257f,Policresulen,policresulen,1,single
FORM_d9857fa4f818a21175d3,Iron (as ferrous sulfate heptahydrate),iron (as ferrous sulfate heptahydrate),1,single
FORM_960753084683b29b1f3d,Phenobarbital,phenobarbital,1,single
FORM_c335f2c7c97eb5ae8dca,Sodium Bicarbonate,sodium bicarbonate,1,single
FORM_cf3c62fc601227b9b4bb,Vitamin B Complex + Vitamin C,vitamin b complex + vitamin c,2,explicit_plus
FORM_72d61f976f0e136be308,Benzylpenicillin (as sodium),benzylpenicillin (as sodium),1,single
FORM_a87c0dc3e1c799480d6c,Dextromethorphan Hydrobromide,dextromethorphan hydrobromide,1,single
FORM_7d00b0927480e1de7a17,Magnesium Sulfate,magnesium sulfate,1,single
FORM_afc3f3e4ab91473758bf,Phenylpropanolamine Hydrochloride + Guaifenesin,phenylpropanolamine hydrochloride + guaifenesin,2,explicit_plus
FORM_2abdfb96ad75eb6e8c33,Isoxsuprine Hydrochloride,isoxsuprine hydrochloride,1,single
FORM_fe8dcfd8e7d70f43f18e,Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate + Paracetamol,phenylpropanolamine hydrochloride + chlorphenamine maleate + paracetamol,3,explicit_plus
FORM_55def7a1948dcc855c25,Fusidic acid,fusidic acid,1,single
FORM_16f29af1d29bc9dee90c,Thiamine Hydrochloride (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12),thiamine hydrochloride (vitamin b1) + pyridoxine hydrochloride (vitamin b6) + cyanocobalamin (vitamin b12),3,explicit_plus
FORM_854ac1a1e79ea6c53a78,Isoniazid + Pyridoxine Hydrochloride,isoniazid + pyridoxine hydrochloride,2,explicit_plus
FORM_b3e0f6359133644a2afd,Diazepam,diazepam,1,single
FORM_a90e820ede813103ee55,Dextromethorphan Hbr + Phenylpropanolamine Hydrochloride + Paracetamol,dextromethorphan hbr + phenylpropanolamine hydrochloride + paracetamol,3,explicit_plus
FORM_3aaebd3bc7c62266e5c0,Carbimazole,carbimazole,1,single
FORM_d3eed110ce8ea5c49700,Dextromethorphan Hydrobromide + Phenylpropanolamine Hydrochloride + Paracetamol,dextromethorphan hydrobromide + phenylpropanolamine hydrochloride + paracetamol,3,explicit_plus
FORM_282fe35deb80077fdc66,Dexamethasone,dexamethasone,1,single
FORM_f74b562e0980cbbdc432,5% Dextrose in 0.3% Sodium Chloride,5% dextrose in 0.3% sodium chloride,1,single
FORM_0c25bee41c81af924dcd,20% Mannitol,20% mannitol,1,single
FORM_6694c42fcf40c597ab82,Pyridostigmine Bromide,pyridostigmine bromide,1,single
FORM_3d525489d55b88834795,5% Dextrose In 0.9% Sodium Chloride,5% dextrose in 0.9% sodium chloride,1,single
FORM_818cf6cca71e8d040481,Bacitracin/ Polymyxin B Sulfate/ Neomycin,bacitracin/ polymyxin b sulfate/ neomycin,3,explicit_slash
FORM_1917ab5d6f29a23d31f3,Sterile Water for Injection,sterile water for injection,1,single
FORM_a13deff782124cc19439,Fluocinolone Acetonide/Neomycin Sulfate,fluocinolone acetonide/neomycin sulfate,2,explicit_slash
FORM_9f4cc99290ce46a2ad23,Balanced Multiple Maintenance Solution with 5% Dextrose,balanced multiple maintenance solution with 5% dextrose,1,single
FORM_6876303e938abc859d7c,Multivitamins (see reverse for formulation),multivitamins (see reverse for formulation),1,single
FORM_14d79a507e29b0ea4cdc,Pyrantel Embonate,pyrantel embonate,1,single
FORM_213c58e46cbcfcf69932,Norethisterone + Ethinylestradiol,norethisterone + ethinylestradiol,2,explicit_plus
FORM_7fecf7fdf06a811212b3,Mebeverine Hydrochloride,mebeverine hydrochloride,1,single
FORM_ba697421ece54458f27c,Dextromethorphan Hbr + Guiafenesin,dextromethorphan hbr + guiafenesin,2,explicit_plus
FORM_76516430e8a04d9f6bef,Polymyxin B Sulfate + Neomycin Sulfate + Dexamethasone (as Sodium Phosphate),polymyxin b sulfate + neomycin sulfate + dexamethasone (as sodium phosphate),3,explicit_plus
FORM_f05df41b56cd0075c932,Iron + Folic Acid + Vitamin B -Complex,iron + folic acid + vitamin b -complex,3,explicit_plus
FORM_8422fd717ccca8d76a04,Multivitamins,multivitamins,1,single
FORM_d7d16af5e999162737c1,Benzocaine / Boric Acid / Eucalyptus,benzocaine / boric acid / eucalyptus,3,explicit_slash
FORM_5c0dc0dcd18bc82474e7,Glycerol,glycerol,1,single
FORM_27be0973935b9b99b91e,Fluocinonide,fluocinonide,1,single
FORM_f53035420640904ad644,Clotrimazole,clotrimazole,1,single
FORM_f704e08a8a180a05c4af,Iron + Vitamin B-Complex,iron + vitamin b-complex,2,explicit_plus
FORM_6e80ab0effce310a7c70,Morphine Sulfate,morphine sulfate,1,single
FORM_3147c32b2e8eb3a45f1f,Levomepromazine (as maleate),levomepromazine (as maleate),1,single
FORM_cd1221948062f525ec2e,Phenoxymethylpenicillin Potassium,phenoxymethylpenicillin potassium,1,single
FORM_ac80acec7061cd2e1d9f,Bumetanide,bumetanide,1,single
FORM_8e6fc5ea17a9de2620c3,Betamethasone (As Dipropionate),betamethasone (as dipropionate),1,single
FORM_252e23732b9de2292c85,Hydrocortisone 10 Mg+ Bacitracin 200 Units + Polymyxin B Sulfate 4000 Units + Neomycin 3 Mg,hydrocortisone 10 mg+ bacitracin 200 units + polymyxin b sulfate 4000 units + neomycin 3 mg,4,explicit_plus
FORM_b7272263cd008dc863d9,Monobasic Sodium Phosphate + Dibasic Sodium Phosphate,monobasic sodium phosphate + dibasic sodium phosphate,2,explicit_plus
FORM_8699d9cc042aac7a1555,Silver Sulfadiazine,silver sulfadiazine,1,single
FORM_08e9dbd4534fab0aff60,Levothyroxine Sodium,levothyroxine sodium,1,single
FORM_d4187393ef4bdc808e22,Clorazepate Dipotassium,clorazepate dipotassium,1,single
FORM_8217b91ef4a30d9de5c2,Doxycycline (as Hyclate),doxycycline (as hyclate),1,single
FORM_c3a0216f8fcb258a6625,Guaifenesin + Oxeladine Citrate + Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate,guaifenesin + oxeladine citrate + phenylpropanolamine hydrochloride + chlorphenamine maleate,4,explicit_plus
FORM_36b9451985ae5023582b,Diclofenac Sodium,diclofenac sodium,1,single
FORM_25262dbb4e0600c62762,Metoprolol Tartrate,metoprolol tartrate,1,single
FORM_8477bb1a40ef5b71aeac,Calcium Lactate,calcium lactate,1,single
FORM_48414b996b6e2ccd4e7b,Multivitamins + Iron + Docusate Sodium,multivitamins + iron + docusate sodium,3,explicit_plus
FORM_7ee7e33ada28eacb19af,Benzyl Benzoate + Presipitated Sulfur + Zinc Oxide + Menthol,benzyl benzoate + presipitated sulfur + zinc oxide + menthol,4,explicit_plus
FORM_f7cef0b66d576da52f5c,Colchicine,colchicine,1,single
FORM_d7d5451649641e87d236,Multivitamis + Iron,multivitamis + iron,2,explicit_plus
FORM_46b3e392e44a05cf1063,Nalbuphine Hydrochloride,nalbuphine hydrochloride,1,single
FORM_64f8cab821685d9fafaf,Thiamine Hydrochloride (Vit. B1) + Pyridoxine Hydrochloride (Vit. B6) + Cyanocobalamin (Vit. B12),thiamine hydrochloride (vit. b1) + pyridoxine hydrochloride (vit. b6) + cyanocobalamin (vit. b12),3,explicit_plus
FORM_2425fabea68092fb7144,Mebendazole,mebendazole,1,single
FORM_bbb0ec1b48225169e192,Cyanocobalamin,cyanocobalamin,1,single
FORM_2b75c3e7c342deb1e03b,Multivitamins + Minerals + Deanol + Royal Jelly + Korean Panax Ginseng,multivitamins + minerals + deanol + royal jelly + korean panax ginseng,5,explicit_plus
FORM_80e9b7e9e8351575dfd9,Piracetam,piracetam,1,single
FORM_63bb40401aaeb2e26d46,Homatropine Methylbromide,homatropine methylbromide,1,single
FORM_cb9516d4d63d07b735a2,Cefalexin (As Monohydrate),cefalexin (as monohydrate),1,single
FORM_88623f21afdd8855c4d9,Multivitamins + Iron + Lysine Hydrochloride,multivitamins + iron + lysine hydrochloride,3,explicit_plus
FORM_dbfab86177402879ccfe,Loperamide Hydrochloride,loperamide hydrochloride,1,single
FORM_6c58758bc547e0459c07,Gliclazide,gliclazide,1,single
FORM_af99b20fe777b2864d4f,Neomycin Sulfate + Fluocinolone Acetonide,neomycin sulfate + fluocinolone acetonide,2,explicit_plus
FORM_d0ca8288072a15987e1c,Multivitamins + Iron,multivitamins + iron,2,explicit_plus
FORM_7e4b29ff83ff6217d59a,Aplosyn-10,aplosyn-10,1,single
FORM_cac93b6fff4074b1ab84,Timolol maleate,timolol maleate,1,single
FORM_b2fdd759e97020c63c8b,Guiafenesin + Chlorphenamine Maleate + Phenylpropanolamine Hcl + Sodium Citrate + Ammonium Chloride,guiafenesin + chlorphenamine maleate + phenylpropanolamine hcl + sodium citrate + ammonium chloride,5,explicit_plus
FORM_e376b8c17063b6fcc438,Naproxen Sodium,naproxen sodium,1,single
FORM_410027a2c2e7fb25d7ac,Dexamethasone Sodium Phosphate/Neomycin Base (As Sulfate)/Polymixin B Sulfate,dexamethasone sodium phosphate/neomycin base (as sulfate)/polymixin b sulfate,3,explicit_slash
FORM_6560f0d6c963f8df81e7,Paracetamol + Phenylpropanolamine Hydrochloride+ Chlorphenamine Maleate,paracetamol + phenylpropanolamine hydrochloride+ chlorphenamine maleate,3,explicit_plus
FORM_10f45db15162d4fa1bd4,Guaifenesin + Sodium Citrate,guaifenesin + sodium citrate,2,explicit_plus
FORM_4995af355cd19d77a889,Betamethasone (as dipropionate)/ Salicylic Acid,betamethasone (as dipropionate)/ salicylic acid,2,explicit_slash
FORM_118f5463765525517716,Amoxicillin (As Trihydrate),amoxicillin (as trihydrate),1,single
FORM_97febc36789a673509d2,Benzylpenicillin Sodium,benzylpenicillin sodium,1,single
FORM_25c5bb306bfbdb90a287,Trimipramine maleate,trimipramine maleate,1,single
FORM_c03b9303756f6b29e760,Domperidone,domperidone,1,single
FORM_b40da560d62773cc8380,Bromhexine Hydrochloride,bromhexine hydrochloride,1,single
FORM_b127aaf5134932fcc86c,GUAIFENESIN,guaifenesin,1,single
FORM_42914d13b008eca7b03c,Amoxicillin (Trihydrate),amoxicillin (trihydrate),1,single
FORM_5665ff9dd7c476a8cadf,Policresulen+Cinchocaine hydrochloride,policresulen+cinchocaine hydrochloride,2,explicit_plus
FORM_203d3d6f99b0447058e2,Policresulen+Cinchocaine HCl,policresulen+cinchocaine hcl,2,explicit_plus
FORM_483bdeff09ce60e32a27,Dicycloverine hydrochloride,dicycloverine hydrochloride,1,single
FORM_239c280ae49bb7c259b2,Fluocinonide + Neomycin Sulfate + Gramicidin + Nystatin,fluocinonide + neomycin sulfate + gramicidin + nystatin,4,explicit_plus
FORM_6cd509c88b776d2fbbe3,Ceftriaxone (as sodium),ceftriaxone (as sodium),1,single
FORM_4995a7ba74d368b83074,Prednisone,prednisone,1,single
FORM_960ed72aadc225d4e572,Chloroquine Phosphate,chloroquine phosphate,1,single
FORM_67aa87c6507c5bbbbb0b,Dextromethorphan HBr + Phenylpropanolamine HCl + Chlorpheniramine maleate + Sodium citrate,dextromethorphan hbr + phenylpropanolamine hcl + chlorpheniramine maleate + sodium citrate,4,explicit_plus
FORM_f94c4cbb5b1f09b71ade,Cotrimoxazole,cotrimoxazole,1,single
FORM_a6cb06a77ec04139a75d,Mefenamic Acid,mefenamic acid,1,single
FORM_c8e208941e68a10ccedc,Pilocarpine Hydrochloride,pilocarpine hydrochloride,1,single
FORM_d8d52718bfb69d9a908c,5% Dextrose In Water,5% dextrose in water,1,single
FORM_be65f3ce9e7c96a9b80b,Hyoscine-N-Butylbromide,hyoscine-n-butylbromide,1,single
FORM_00b74b79b0d69b945eaf,Polymyxin B Sulfate + Neomycin Sulfate + Dexamethasone,polymyxin b sulfate + neomycin sulfate + dexamethasone,3,explicit_plus
FORM_1d8765fef2c50b860c19,Famotidine,famotidine,1,single
FORM_90f8f361fbe05cf14fd1,Docusate sodium,docusate sodium,1,single
FORM_568b2c0ea7cb3a0f978d,6% Dextran 70 in 5% Dextrose,6% dextran 70 in 5% dextrose,1,single
FORM_bfade1407b5eeda3f60e,Multivitamins + Buclizine hydrochloride + Lysine hydrochloride,multivitamins + buclizine hydrochloride + lysine hydrochloride,3,explicit_plus
FORM_af675743181e950300bd,Cetirizine Dihydrochloride,cetirizine dihydrochloride,1,single
FORM_fdc4596d94044b27d23f,Ondansetron (as Hydrochloride dihydrate),ondansetron (as hydrochloride dihydrate),1,single
FORM_9d45943ae876d7734f1e,10% Dextrose In Water Solution For Iv Infusion,10% dextrose in water solution for iv infusion,1,single
FORM_0d6f8afa3940b7f06beb,Sodium Chloride,sodium chloride,1,single
FORM_ab71b7e5eeecda329557,5% Dextrose in 0.45% Sodium Chloride,5% dextrose in 0.45% sodium chloride,1,single
FORM_5e85e3ac88b5d209a741,5% Dextrose In Water Solution For Iv Infusion,5% dextrose in water solution for iv infusion,1,single
FORM_90495ab55323da9cccc5,Imipenem + Cilastatin Sodium,imipenem + cilastatin sodium,2,explicit_plus
FORM_dd24616fe1e297a3609e,Fluorometholone Acetate,fluorometholone acetate,1,single
FORM_9881d33f402a54cd794c,Salbutamol (as sulfate),salbutamol (as sulfate),1,single
FORM_6a78289d653c98656404,Proparacaine Hydrochloride,proparacaine hydrochloride,1,single
FORM_378b6364661d9c924214,Nalidixic Acid,nalidixic acid,1,single
FORM_e2dc5a9c9912e681e682,L-Carnitine,l-carnitine,1,single
FORM_82f66e11f6b4922ce7cd,Lactated Ringer'S Solution,lactated ringer's solution,1,single
FORM_b76cc23f6c341d34d30e,Betahistine mesylate,betahistine mesylate,1,single
FORM_2985e90fb6422da31c8e,Water for Injection,water for injection,1,single
FORM_45b2559f4e1fd4d7ca6a,Budesonide,budesonide,1,single
FORM_04469d4b59862a98ea5f,5% Dextrose in Lactated Ringer's,5% dextrose in lactated ringer's,1,single
FORM_74ab886f5297c8bded8c,Peritoneal Dialysis With 1.5% Dextrose,peritoneal dialysis with 1.5% dextrose,1,single
FORM_5b011434b60dbadaf3e0,Peritoneal Dialysis Solution With 4.25% Dextrose,peritoneal dialysis solution with 4.25% dextrose,1,single
FORM_bd107be8959ffdd668ce,Salbutamol,salbutamol,1,single
FORM_669592addb2ff5f0c706,Atenolol,atenolol,1,single
FORM_d75542ccb6b9a90504f9,Tamoxifen (as citrate),tamoxifen (as citrate),1,single
FORM_87e1e7f418a4a5748476,Propranolol Hydrochloride,propranolol hydrochloride,1,single
FORM_b123535a878ac6e2f535,Mecobalamin,mecobalamin,1,single
FORM_45063dd2a9606703b05d,Iron (as ferrous sulfate),iron (as ferrous sulfate),1,single
FORM_e91629ef683d8ddc508b,Erythromycin,erythromycin,1,single
FORM_8827c0907c6578d8ae76,Miconazole Nitrate,miconazole nitrate,1,single
FORM_402c8b276fcc78c2c194,Miconazole,miconazole,1,single
FORM_1f6edaa42faab4e8e846,Mannitol,mannitol,1,single
FORM_a47ff4eaee85a3eaee5f,Tobradex + Dexamethasone,tobradex + dexamethasone,2,explicit_plus
FORM_4157d2081fc6a407d4e0,Alprazolam,alprazolam,1,single
FORM_e0223bd423e3049298d9,Aluminum Hydroxide + Magnesium Hydroxide,aluminum hydroxide + magnesium hydroxide,2,explicit_plus
FORM_129554bf427dd93f5449,Cefazolin Sodium,cefazolin sodium,1,single
FORM_78c50fa41383eee71291,Lisinopril,lisinopril,1,single
FORM_fb5d9dd6ded0551dde16,Lisinopril (as dihydrate),lisinopril (as dihydrate),1,single
FORM_96e52183e0a54c409717,Multivitamins + Iron + Calcium,multivitamins + iron + calcium,3,explicit_plus
FORM_a9b889561f21c0f31b30,Potassium Chloride,potassium chloride,1,single
FORM_eb5d674c17fbe93ae4fb,5% Dextrose with Electrolytes Maintenance,5% dextrose with electrolytes maintenance,1,single
FORM_17d3aba6cc743ddbfe8c,Zuclopenthixol acetate,zuclopenthixol acetate,1,single
FORM_8303ce3792d8ee4738f3,Calcipotriol,calcipotriol,1,single
FORM_060107f058f2dc929fb0,Tobramycin + Dexamethasone,tobramycin + dexamethasone,2,explicit_plus
FORM_1f89d9407838fbf7f5b3,Quinine Sulfate,quinine sulfate,1,single
FORM_9accae4d43a45cb3a3ba,Phytomenadione,phytomenadione,1,single
FORM_9c50a1d229205e503b8f,Hydrochlorthiazide,hydrochlorthiazide,1,single
FORM_cd3de33b45a92c8497e5,TERBUTALINE SULFATE,terbutaline sulfate,1,single
FORM_85fbc212f2079c89d564,Ferrous Fumarate + Vitamin B Complex,ferrous fumarate + vitamin b complex,2,explicit_plus
FORM_c7ac0cf149ff92af268b,Tizanidine,tizanidine,1,single
FORM_8b13edfc34cdb4d7b525,Bupivacaine Hydrochloride,bupivacaine hydrochloride,1,single
FORM_825609d1d18bbcfe2936,Lidocaine Hydrochloride,lidocaine hydrochloride,1,single
FORM_970ea15b212b937deac6,AMOROLFINE (as hydrochloride),amorolfine (as hydrochloride),1,single
FORM_734efc7928b8f926191c,Chloramphenicol,chloramphenicol,1,single
FORM_619401feacecb02ba2ba,Ambroxol Hydrochloride,ambroxol hydrochloride,1,single
FORM_e8242e048fbe2e3d3844,Beractant,beractant,1,single
FORM_1b4ac6feb0601661828e,Cefixime,cefixime,1,single
FORM_a57f8c3e65cc69c4445a,Paracetamol+Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate,paracetamol+phenylpropanolamine hydrochloride + chlorphenamine maleate,3,explicit_plus
FORM_a91bbfd67ad556391f4e,Idarubicin Hydrochloride,idarubicin hydrochloride,1,single
FORM_4b5adc2ed887a37c53c7,Terbinafine (As Hydrochloride),terbinafine (as hydrochloride),1,single
FORM_5c24043f089e5021e5dc,Flucloxacillin (as sodium),flucloxacillin (as sodium),1,single
FORM_d63bc7f8f9f86e0a3675,Tramadol hydrochloride,tramadol hydrochloride,1,single
FORM_50b1adb36966f1c662a0,Dextromethorphan hydrobromide + Guaifenesin + Sodium citrate + Phenylpropanolamine hydrochloride,dextromethorphan hydrobromide + guaifenesin + sodium citrate + phenylpropanolamine hydrochloride,4,explicit_plus
FORM_8383bce882349bbf6e59,Paroxetine,paroxetine,1,single
FORM_b7e2a08305155fe93cc7,Ceftazidime (as pentahydrate),ceftazidime (as pentahydrate),1,single
FORM_d0b965c97b10e2051ed2,Castor Oil,castor oil,1,single
FORM_23c9808c4d4c4c062eb9,BENZOYL PEROXIDE,benzoyl peroxide,1,single
FORM_fb89d5a45db2a21f1fc2,Thiamine Mononitrate (Vit. B1)/ Pyridoxine Hydrochloride (Vit. B6) / Cyanocobalamine (Vit. B12),thiamine mononitrate (vit. b1)/ pyridoxine hydrochloride (vit. b6) / cyanocobalamine (vit. b12),3,explicit_slash
FORM_41554c1eca4887a56702,Ganciclovir (As Sodium),ganciclovir (as sodium),1,single
