formulation_id,ingredient_id,ingredient_position,ingredient_name_as_published,split_method,review_status
FORM_bfade1407b5eeda3f60e,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_bfade1407b5eeda3f60e,ING_00df40a46250db51e431,2,Buclizine hydrochloride,explicit_plus,rule_extracted
FORM_bfade1407b5eeda3f60e,ING_59735f2fe19f53415a0f,3,Lysine hydrochloride,explicit_plus,rule_extracted
FORM_af675743181e950300bd,ING_af675743181e950300bd,1,Cetirizine Dihydrochloride,single,rule_extracted
FORM_fdc4596d94044b27d23f,ING_fdc4596d94044b27d23f,1,Ondansetron (as Hydrochloride dihydrate),single,rule_extracted
FORM_9d45943ae876d7734f1e,ING_9d45943ae876d7734f1e,1,10% Dextrose In Water Solution For Iv Infusion,single,rule_extracted
FORM_0d6f8afa3940b7f06beb,ING_0d6f8afa3940b7f06beb,1,Sodium Chloride,single,rule_extracted
FORM_ab71b7e5eeecda329557,ING_ab71b7e5eeecda329557,1,5% Dextrose in 0.45% Sodium Chloride,single,rule_extracted
FORM_5e85e3ac88b5d209a741,ING_5e85e3ac88b5d209a741,1,5% Dextrose In Water Solution For Iv Infusion,single,rule_extracted
FORM_90495ab55323da9cccc5,ING_bbf25f6335afb5f6eb76,1,Imipenem,explicit_plus,rule_extracted
FORM_90495ab55323da9cccc5,ING_c379edd48be2697b2e2f,2,Cilastatin Sodium,explicit_plus,rule_extracted
FORM_dd24616fe1e297a3609e,ING_dd24616fe1e297a3609e,1,Fluorometholone Acetate,single,rule_extracted
FORM_9881d33f402a54cd794c,ING_9881d33f402a54cd794c,1,Salbutamol (as sulfate),single,rule_extracted
FORM_6a78289d653c98656404,ING_6a78289d653c98656404,1,Proparacaine Hydrochloride,single,rule_extracted
FORM_378b6364661d9c924214,ING_378b6364661d9c924214,1,Nalidixic Acid,single,rule_extracted
FORM_e2dc5a9c9912e681e682,ING_e2dc5a9c9912e681e682,1,L-Carnitine,single,rule_extracted
FORM_82f66e11f6b4922ce7cd,ING_82f66e11f6b4922ce7cd,1,Lactated Ringer'S Solution,single,rule_extracted
FORM_b76cc23f6c341d34d30e,ING_b76cc23f6c341d34d30e,1,Betahistine mesylate,single,rule_extracted
FORM_2985e90fb6422da31c8e,ING_2985e90fb6422da31c8e,1,Water for Injection,single,rule_extracted
FORM_45b2559f4e1fd4d7ca6a,ING_45b2559f4e1fd4d7ca6a,1,Budesonide,single,rule_extracted
FORM_04469d4b59862a98ea5f,ING_04469d4b59862a98ea5f,1,5% Dextrose in Lactated Ringer's,single,rule_extracted
FORM_74ab886f5297c8bded8c,ING_74ab886f5297c8bded8c,1,Peritoneal Dialysis With 1.5% Dextrose,single,rule_extracted
FORM_5b011434b60dbadaf3e0,ING_5b011434b60dbadaf3e0,1,Peritoneal Dialysis Solution With 4.25% Dextrose,single,rule_extracted
FORM_bd107be8959ffdd668ce,ING_bd107be8959ffdd668ce,1,Salbutamol,single,rule_extracted
FORM_669592addb2ff5f0c706,ING_669592addb2ff5f0c706,1,Atenolol,single,rule_extracted
FORM_d75542ccb6b9a90504f9,ING_d75542ccb6b9a90504f9,1,Tamoxifen (as citrate),single,rule_extracted
FORM_87e1e7f418a4a5748476,ING_87e1e7f418a4a5748476,1,Propranolol Hydrochloride,single,rule_extracted
FORM_b123535a878ac6e2f535,ING_b123535a878ac6e2f535,1,Mecobalamin,single,rule_extracted
FORM_45063dd2a9606703b05d,ING_45063dd2a9606703b05d,1,Iron (as ferrous sulfate),single,rule_extracted
FORM_e91629ef683d8ddc508b,ING_e91629ef683d8ddc508b,1,Erythromycin,single,rule_extracted
FORM_8827c0907c6578d8ae76,ING_8827c0907c6578d8ae76,1,Miconazole Nitrate,single,rule_extracted
FORM_402c8b276fcc78c2c194,ING_402c8b276fcc78c2c194,1,Miconazole,single,rule_extracted
FORM_1f6edaa42faab4e8e846,ING_1f6edaa42faab4e8e846,1,Mannitol,single,rule_extracted
FORM_a47ff4eaee85a3eaee5f,ING_75224fa01f6d0cad936c,1,Tobradex,explicit_plus,rule_extracted
FORM_a47ff4eaee85a3eaee5f,ING_282fe35deb80077fdc66,2,Dexamethasone,explicit_plus,rule_extracted
FORM_4157d2081fc6a407d4e0,ING_4157d2081fc6a407d4e0,1,Alprazolam,single,rule_extracted
FORM_e0223bd423e3049298d9,ING_b1fc6cd312e0515e6345,1,Aluminum Hydroxide,explicit_plus,rule_extracted
FORM_e0223bd423e3049298d9,ING_232b69439e87f183fee8,2,Magnesium Hydroxide,explicit_plus,rule_extracted
FORM_129554bf427dd93f5449,ING_129554bf427dd93f5449,1,Cefazolin Sodium,single,rule_extracted
FORM_78c50fa41383eee71291,ING_78c50fa41383eee71291,1,Lisinopril,single,rule_extracted
FORM_fb5d9dd6ded0551dde16,ING_fb5d9dd6ded0551dde16,1,Lisinopril (as dihydrate),single,rule_extracted
FORM_96e52183e0a54c409717,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_96e52183e0a54c409717,ING_04e9c0db87e7eebbf812,2,Iron,explicit_plus,rule_extracted
FORM_96e52183e0a54c409717,ING_c07136a795dd93206101,3,Calcium,explicit_plus,rule_extracted
FORM_a9b889561f21c0f31b30,ING_a9b889561f21c0f31b30,1,Potassium Chloride,single,rule_extracted
FORM_eb5d674c17fbe93ae4fb,ING_eb5d674c17fbe93ae4fb,1,5% Dextrose with Electrolytes Maintenance,single,rule_extracted
FORM_17d3aba6cc743ddbfe8c,ING_17d3aba6cc743ddbfe8c,1,Zuclopenthixol acetate,single,rule_extracted
FORM_8303ce3792d8ee4738f3,ING_8303ce3792d8ee4738f3,1,Calcipotriol,single,rule_extracted
FORM_060107f058f2dc929fb0,ING_ffa0567ed9fa1867534d,1,Tobramycin,explicit_plus,rule_extracted
FORM_060107f058f2dc929fb0,ING_282fe35deb80077fdc66,2,Dexamethasone,explicit_plus,rule_extracted
FORM_1f89d9407838fbf7f5b3,ING_1f89d9407838fbf7f5b3,1,Quinine Sulfate,single,rule_extracted
FORM_9accae4d43a45cb3a3ba,ING_9accae4d43a45cb3a3ba,1,Phytomenadione,single,rule_extracted
FORM_9c50a1d229205e503b8f,ING_9c50a1d229205e503b8f,1,Hydrochlorthiazide,single,rule_extracted
FORM_cd3de33b45a92c8497e5,ING_cd3de33b45a92c8497e5,1,TERBUTALINE SULFATE,single,rule_extracted
FORM_85fbc212f2079c89d564,ING_afe95dc7914b8b94c022,1,Ferrous Fumarate,explicit_plus,rule_extracted
FORM_85fbc212f2079c89d564,ING_2d66d166ad20fe36d6db,2,Vitamin B Complex,explicit_plus,rule_extracted
FORM_c7ac0cf149ff92af268b,ING_c7ac0cf149ff92af268b,1,Tizanidine,single,rule_extracted
FORM_8b13edfc34cdb4d7b525,ING_8b13edfc34cdb4d7b525,1,Bupivacaine Hydrochloride,single,rule_extracted
FORM_825609d1d18bbcfe2936,ING_825609d1d18bbcfe2936,1,Lidocaine Hydrochloride,single,rule_extracted
FORM_970ea15b212b937deac6,ING_970ea15b212b937deac6,1,AMOROLFINE (as hydrochloride),single,rule_extracted
FORM_734efc7928b8f926191c,ING_734efc7928b8f926191c,1,Chloramphenicol,single,rule_extracted
FORM_619401feacecb02ba2ba,ING_619401feacecb02ba2ba,1,Ambroxol Hydrochloride,single,rule_extracted
FORM_e8242e048fbe2e3d3844,ING_e8242e048fbe2e3d3844,1,Beractant,single,rule_extracted
FORM_1b4ac6feb0601661828e,ING_1b4ac6feb0601661828e,1,Cefixime,single,rule_extracted
FORM_a57f8c3e65cc69c4445a,ING_54238e9415df5dffbf4b,1,Paracetamol,explicit_plus,rule_extracted
FORM_a57f8c3e65cc69c4445a,ING_e4c9b7ce8021302e5d6f,2,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_a57f8c3e65cc69c4445a,ING_a6e0d5762ca8302823df,3,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_a91bbfd67ad556391f4e,ING_a91bbfd67ad556391f4e,1,Idarubicin Hydrochloride,single,rule_extracted
FORM_4b5adc2ed887a37c53c7,ING_4b5adc2ed887a37c53c7,1,Terbinafine (As Hydrochloride),single,rule_extracted
FORM_5c24043f089e5021e5dc,ING_5c24043f089e5021e5dc,1,Flucloxacillin (as sodium),single,rule_extracted
FORM_d63bc7f8f9f86e0a3675,ING_d63bc7f8f9f86e0a3675,1,Tramadol hydrochloride,single,rule_extracted
FORM_50b1adb36966f1c662a0,ING_a87c0dc3e1c799480d6c,1,Dextromethorphan hydrobromide,explicit_plus,rule_extracted
FORM_50b1adb36966f1c662a0,ING_b127aaf5134932fcc86c,2,Guaifenesin,explicit_plus,rule_extracted
FORM_50b1adb36966f1c662a0,ING_4fe8cf4b55b548236bd2,3,Sodium citrate,explicit_plus,rule_extracted
FORM_50b1adb36966f1c662a0,ING_e4c9b7ce8021302e5d6f,4,Phenylpropanolamine hydrochloride,explicit_plus,rule_extracted
FORM_8383bce882349bbf6e59,ING_8383bce882349bbf6e59,1,Paroxetine,single,rule_extracted
FORM_b7e2a08305155fe93cc7,ING_b7e2a08305155fe93cc7,1,Ceftazidime (as pentahydrate),single,rule_extracted
FORM_d0b965c97b10e2051ed2,ING_d0b965c97b10e2051ed2,1,Castor Oil,single,rule_extracted
FORM_23c9808c4d4c4c062eb9,ING_23c9808c4d4c4c062eb9,1,BENZOYL PEROXIDE,single,rule_extracted
FORM_fb89d5a45db2a21f1fc2,ING_2e62a3ae267d6cb3b850,1,Thiamine Mononitrate (Vit. B1),explicit_slash,needs_review
FORM_fb89d5a45db2a21f1fc2,ING_26477ba943ba5e1019e4,2,Pyridoxine Hydrochloride (Vit. B6),explicit_slash,needs_review
FORM_fb89d5a45db2a21f1fc2,ING_7aeb5dfea798ea8413a3,3,Cyanocobalamine (Vit. B12),explicit_slash,needs_review
FORM_41554c1eca4887a56702,ING_41554c1eca4887a56702,1,Ganciclovir (As Sodium),single,rule_extracted
FORM_e6dd68117e0a944483af,ING_799375999e45491d57f2,1,Pheniramine Maleate,explicit_plus,rule_extracted
FORM_e6dd68117e0a944483af,ING_cf3dddb73b49b2182dc4,2,Naphazoline Hydrochloride,explicit_plus,rule_extracted
FORM_e8f209c95ddd5dac3b50,ING_e8f209c95ddd5dac3b50,1,Goserelin (As Acetate),single,rule_extracted
FORM_ea7dc7da9c02f1ef77db,ING_ea7dc7da9c02f1ef77db,1,Lacidipine,single,rule_extracted
FORM_710d15499d89dbd97147,ING_a87c0dc3e1c799480d6c,1,Dextromethorphan Hydrobromide,explicit_plus,rule_extracted
FORM_710d15499d89dbd97147,ING_a6e0d5762ca8302823df,2,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_689947dcbeff006f2814,ING_689947dcbeff006f2814,1,Ciprofloxacin (as Hydrochloride),single,rule_extracted
FORM_c183bab712f9f3c863b6,ING_c183bab712f9f3c863b6,1,Carbocisteine,single,rule_extracted
FORM_b267f8aba0f437b327f8,ING_b267f8aba0f437b327f8,1,Phenylephrine hydrochloride,single,rule_extracted
FORM_a21f9dccbffd4c02fadd,ING_a21f9dccbffd4c02fadd,1,Diphenhydramine,single,rule_extracted
FORM_9a2bca7d09155589a9b9,ING_b127aaf5134932fcc86c,1,Guaifenesin,explicit_plus,rule_extracted
FORM_9a2bca7d09155589a9b9,ING_cf30dd5c8bf1a22ea76b,2,Phenylpropanolamine HCl,explicit_plus,rule_extracted
FORM_9a2bca7d09155589a9b9,ING_a6e0d5762ca8302823df,3,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_1d0fa592a256099c566e,ING_1d0fa592a256099c566e,1,Balanced Multiple Replacement Solution For Iv Infusion,single,rule_extracted
FORM_05f80242831fed2ab5bb,ING_86b03080b8b863d1d8b0,1,Acibar,explicit_plus,rule_extracted
FORM_05f80242831fed2ab5bb,ING_ddeaf83765d461d5b51e,2,Fluid Extract Regaliz,explicit_plus,rule_extracted
FORM_05f80242831fed2ab5bb,ING_dbd0d13d0703f3d22839,3,Fluid Extract Rhubarb,explicit_plus,rule_extracted
FORM_eb89a2ae222e14efc7a4,ING_eb89a2ae222e14efc7a4,1,Atropine sulfate,single,rule_extracted
FORM_80d8f764c5d77dd65d55,ING_80d8f764c5d77dd65d55,1,"Methyl Salicylate , Essence Of Eucalyptus , Camphor Powder , Menthol Crystals",single,rule_extracted
FORM_a4c9bc752d5db0f7660e,ING_9881d33f402a54cd794c,1,Salbutamol (As Sulfate),explicit_plus,rule_extracted
FORM_a4c9bc752d5db0f7660e,ING_b127aaf5134932fcc86c,2,Guaifenesin,explicit_plus,rule_extracted
FORM_3cacece132db622885a9,ING_3cacece132db622885a9,1,Lactated Ringer's Solution for Injection,single,rule_extracted
FORM_3ca42161470bb6eeb86b,ING_2e2378084d2d8e398059,1,Thiamine Hydrochloride (Vit. B1),explicit_plus,rule_extracted
FORM_3ca42161470bb6eeb86b,ING_26477ba943ba5e1019e4,2,Pyridoxine Hydrochloride (Vit. B6),explicit_plus,rule_extracted
FORM_3ca42161470bb6eeb86b,ING_e44759d71dfe34f154f9,3,Cyanocobalamin (Vit. B12),explicit_plus,rule_extracted
FORM_3ca42161470bb6eeb86b,ING_59735f2fe19f53415a0f,4,Lysine Hydrochloride,explicit_plus,rule_extracted
FORM_3ca42161470bb6eeb86b,ING_01f0d3366db45c1e8bdf,5,Zinc (as Gluconate),explicit_plus,rule_extracted
FORM_f3a25f61795bddd91c0f,ING_f3a25f61795bddd91c0f,1,Lamotrigine,single,rule_extracted
FORM_9a21ba7dc224457f9668,ING_9a21ba7dc224457f9668,1,AMIKACIN (AS SULFATE),single,rule_extracted
FORM_a892eb7d121dcb0cfb19,ING_a892eb7d121dcb0cfb19,1,Balanced Multiple Maintenance Solution For Iv Infusion,single,rule_extracted
FORM_d3176453d793e56940c5,ING_d3176453d793e56940c5,1,Chloramphenicol (As Palmitate),single,rule_extracted
FORM_ec9facba7b0c3bca8946,ING_ec9facba7b0c3bca8946,1,Gentamicin (as Sulfate),single,rule_extracted
FORM_39795129f6db4c50f225,ING_39795129f6db4c50f225,1,Octreotide (As Acetate),single,rule_extracted
FORM_3cc7768811004469f6bf,ING_3cc7768811004469f6bf,1,Desonide,single,rule_extracted
FORM_ed2334f563e5e5814a50,ING_ed2334f563e5e5814a50,1,Lynestrenol,single,rule_extracted
FORM_be566f6ae859903805cd,ING_be566f6ae859903805cd,1,Fat Soluble Vitamins,single,rule_extracted
FORM_39cfc96fb5a26c43bc1b,ING_39cfc96fb5a26c43bc1b,1,Cefaclor (As Monohydrate),single,rule_extracted
FORM_798c6fe77221b47541b0,ING_798c6fe77221b47541b0,1,Omeprazole,single,rule_extracted
FORM_392aa952926811cd61f6,ING_392aa952926811cd61f6,1,Gentian Violet,single,rule_extracted
FORM_859d55e0ee1403f6fcc4,ING_a87c0dc3e1c799480d6c,1,Dextromethorphan hydrobromide,explicit_slash,needs_review
FORM_859d55e0ee1403f6fcc4,ING_b127aaf5134932fcc86c,2,Guaifenesin,explicit_slash,needs_review
FORM_859d55e0ee1403f6fcc4,ING_a6e0d5762ca8302823df,3,Chlorphenamine maleate,explicit_slash,needs_review
FORM_859d55e0ee1403f6fcc4,ING_54238e9415df5dffbf4b,4,Paracetamol,explicit_slash,needs_review
FORM_859d55e0ee1403f6fcc4,ING_e4c9b7ce8021302e5d6f,5,Phenylpropanolamine hydrochloride,explicit_slash,needs_review
FORM_b5645abf9c9cd2c7c4ea,ING_b5645abf9c9cd2c7c4ea,1,Chloramphenicol (as sodium succinate),single,rule_extracted
FORM_524a0b304071894bf844,ING_524a0b304071894bf844,1,Metronidazole,single,rule_extracted
FORM_f0deeb57ca1d385deee8,ING_f0deeb57ca1d385deee8,1,Guiafenesin,single,rule_extracted
FORM_a9a86807c98a5e52b052,ING_a9a86807c98a5e52b052,1,Tretinoin,single,rule_extracted
FORM_268c2462990fcf43febb,ING_268c2462990fcf43febb,1,Ofloxacin,single,rule_extracted
FORM_3280fe45a97dc2a7e40e,ING_3280fe45a97dc2a7e40e,1,Menadione Sodium Bisulfite,single,rule_extracted
FORM_a269c6c498db126fda75,ING_a269c6c498db126fda75,1,Amino Acids,single,rule_extracted
FORM_59769f6596bd28dd2c28,ING_59769f6596bd28dd2c28,1,Dicycloverine (As hydrochloride),single,rule_extracted
FORM_34b2f1b654534bc53f2e,ING_0cfc6adc2adf78a4ad8f,1,Tolnaftate,explicit_slash,needs_review
FORM_34b2f1b654534bc53f2e,ING_f9d23537d4ee590c4de3,2,Clioquinol,explicit_slash,needs_review
FORM_34b2f1b654534bc53f2e,ING_ec9facba7b0c3bca8946,3,Gentamicin (as sulfate),explicit_slash,needs_review
FORM_34b2f1b654534bc53f2e,ING_e26897f4fec86172b62b,4,Betamethasone (as valerate),explicit_slash,needs_review
FORM_f24897cf0d9bcbb9b3c0,ING_f24897cf0d9bcbb9b3c0,1,Inosine Acedoben Dimepranol,single,rule_extracted
FORM_4f3eccb808e57d5b8df7,ING_4f3eccb808e57d5b8df7,1,Lyophilized Bacterial Lysate,single,rule_extracted
FORM_fa52e2e14e8b49b14f0f,ING_fa52e2e14e8b49b14f0f,1,Vitamin B-Complex,single,rule_extracted
FORM_9478d20dfa7efc512348,ING_9478d20dfa7efc512348,1,Erythromycin (as Ethylsuccinate),single,rule_extracted
FORM_cf676b9749afd1e542e2,ING_cf676b9749afd1e542e2,1,Ascorbic Acid,single,rule_extracted
FORM_77f1234764a767f3f05f,ING_77f1234764a767f3f05f,1,Ciclosporin,single,rule_extracted
FORM_fd823211b60bf470e610,ING_1e90d954e7c7b2e8e624,1,d-Alpha Tocopheryl Acid Succinate (Vitamin E),explicit_slash,needs_review
FORM_fd823211b60bf470e610,ING_41a23dbdc6241fc4852e,2,Korean Ginseng,explicit_slash,needs_review
FORM_fd823211b60bf470e610,ING_ab364511c16df8c2960b,3,Bee Pollen,explicit_slash,needs_review
FORM_fd823211b60bf470e610,ING_aac23e599cb2180e1ece,4,Calcium Pantothenate,explicit_slash,needs_review
FORM_fd823211b60bf470e610,ING_d488be59fe6ab60f262e,5,Lecithin,explicit_slash,needs_review
FORM_f5afd5dc2a2006b3e8f4,ING_f5afd5dc2a2006b3e8f4,1,Carbenoxolone Sodium,single,rule_extracted
FORM_8364dd8d5d7e62e4e564,ING_8364dd8d5d7e62e4e564,1,Dicycloverine,single,rule_extracted
FORM_9ed63154d1e2d3289d59,ING_9ed63154d1e2d3289d59,1,FERROUS SULFATE,single,rule_extracted
FORM_26c039bbdf77204527d3,ING_fd0f5b5ac70cd3d2e1eb,1,Zinc Oxide,explicit_plus,rule_extracted
FORM_26c039bbdf77204527d3,ING_168a28f3330872b4003e,2,Benzoic Acid,explicit_plus,rule_extracted
FORM_26c039bbdf77204527d3,ING_7e6da33aec6669e97172,3,Sulfur,explicit_plus,rule_extracted
FORM_26c039bbdf77204527d3,ING_efc838620462f2289e52,4,Salicylic Acid,explicit_plus,rule_extracted
FORM_80ad5becbdc59dd70464,ING_80ad5becbdc59dd70464,1,BENZYL BENZOATE 25% LOTION,single,rule_extracted
FORM_23c1bbbdc228ab2351b7,ING_23c1bbbdc228ab2351b7,1,Cefixime (as trihydrate),single,rule_extracted
FORM_40a8298692b6b8cce23e,ING_40a8298692b6b8cce23e,1,Dibencozide,single,rule_extracted
FORM_4d9b91e2c4f5675822b2,ING_4d9b91e2c4f5675822b2,1,Cinnarizine,single,rule_extracted
FORM_05400f26edadea4e5e2b,ING_05400f26edadea4e5e2b,1,Mesalazine,single,rule_extracted
FORM_c01473d50086ff59e247,ING_c01473d50086ff59e247,1,Ranitidine Hydrochloride,single,rule_extracted
FORM_243adb3466af70500f0c,ING_243adb3466af70500f0c,1,Dextrose 50%,single,rule_extracted
FORM_ce689fb71f0c688c0bbe,ING_ce689fb71f0c688c0bbe,1,Mometasone Furoate,single,rule_extracted
FORM_1f754d0fc6ea3d8ce3ea,ING_c4da68db93431bbb7bc4,1,Vitamin B1,explicit_plus,rule_extracted
FORM_1f754d0fc6ea3d8ce3ea,ING_2f5da6e9921baa794759,2,B6,explicit_plus,rule_extracted
FORM_1f754d0fc6ea3d8ce3ea,ING_8651b2bcef1776e9ebff,3,B12,explicit_plus,rule_extracted
FORM_32cc576002135ea10752,ING_32cc576002135ea10752,1,Nitroglycerin,single,rule_extracted
FORM_62f17abd3701243f7f3e,ING_62f17abd3701243f7f3e,1,Meclizine Hydrochloride,single,rule_extracted
FORM_bafb82130e520baafc8f,ING_bafb82130e520baafc8f,1,Metronidazole (as benzoate),single,rule_extracted
FORM_e75411f3b5cdf512a6be,ING_e75411f3b5cdf512a6be,1,Cefuroxime (As Sodium),single,rule_extracted
FORM_e3f448c919707ad23efe,ING_e3f448c919707ad23efe,1,Ampicillin (As Sodium),single,rule_extracted
FORM_85dc5b40a9d4e5f0a866,ING_85dc5b40a9d4e5f0a866,1,Pizotifen (as Maleate),single,rule_extracted
FORM_acdaab38c6a218fe9c24,ING_acdaab38c6a218fe9c24,1,Bromhexine (As Hydrochloride),single,rule_extracted
FORM_b9c600f2675a3a457176,ING_b9c600f2675a3a457176,1,Pyrantel (as Embonate),single,rule_extracted
FORM_a0b3bddc50013f28a4bf,ING_a0b3bddc50013f28a4bf,1,Hydroxychloroquine Sulfate,single,rule_extracted
FORM_fc6dec8fa27abce77750,ING_feb52949cc2c9f709ac3,1,Thiamine Mononitrate,explicit_plus,rule_extracted
FORM_fc6dec8fa27abce77750,ING_93c5db037b8589ae6a15,2,Pyridoxine Hydrochloride,explicit_plus,rule_extracted
FORM_fc6dec8fa27abce77750,ING_bbb0ec1b48225169e192,3,Cyanocobalamin,explicit_plus,rule_extracted
FORM_3c65d350f81eb1c7a162,ING_3c65d350f81eb1c7a162,1,Phenylpropanolamine Hydrochloride Chlorphenamine Maleate,single,rule_extracted
FORM_e57f2d277e24b56fb2d3,ING_e57f2d277e24b56fb2d3,1,Amoxicillin(As Trihydrate),single,rule_extracted
FORM_8c26fd3db3018b333241,ING_8c26fd3db3018b333241,1,Benzathine Benzylpenicillin,single,rule_extracted
FORM_db6874b3394f29a84b2f,ING_2e62a3ae267d6cb3b850,1,Thiamine mononitrate (Vit. B1),explicit_plus,rule_extracted
FORM_db6874b3394f29a84b2f,ING_26477ba943ba5e1019e4,2,Pyridoxine Hydrochloride (Vit. B6),explicit_plus,rule_extracted
FORM_db6874b3394f29a84b2f,ING_e44759d71dfe34f154f9,3,Cyanocobalamin (Vit. B12),explicit_plus,rule_extracted
FORM_98cde11c338b5ce469ff,ING_98cde11c338b5ce469ff,1,Cefalexin ( As Monohydrate),single,rule_extracted
FORM_063a450f7a36780efdab,ING_063a450f7a36780efdab,1,Valaciclovir (as Hydrochloride),single,rule_extracted
FORM_2c1aee7c320e05647e74,ING_2c1aee7c320e05647e74,1,Cloxacillin (As Sodium),single,rule_extracted
FORM_03fd04f5129ad7444cf3,ING_03fd04f5129ad7444cf3,1,Epinephrine (as hydrochloride),single,rule_extracted
FORM_ba34a2222f050c3ea2bc,ING_ba34a2222f050c3ea2bc,1,Epinephrine (As Hydrochoride),single,rule_extracted
FORM_e4152816ca26def2160f,ING_e4152816ca26def2160f,1,Indomethacin,single,rule_extracted
FORM_178fe3e69d2b49a33039,ING_178fe3e69d2b49a33039,1,Potassium Citrate,single,rule_extracted
FORM_45a42118936f1a93e615,ING_45a42118936f1a93e615,1,Cloxacillin (as Sodium Monohydrate),single,rule_extracted
FORM_7fff0a7f01edf281035a,ING_7fff0a7f01edf281035a,1,Desferrioxamine mesilate,single,rule_extracted
FORM_55e236f51893abc3137f,ING_55e236f51893abc3137f,1,Ginkgo Biloba EGb 761,single,rule_extracted
FORM_9b4055f14bf8e6880f35,ING_9b4055f14bf8e6880f35,1,Sumatriptan,single,rule_extracted
FORM_406aa2d70923c7db6868,ING_406aa2d70923c7db6868,1,Sodium Choride 0.65% Buffered Solution Nasal Spray,single,rule_extracted
FORM_29e8816ab5b9df944b4a,ING_d626054ce936dd7bba77,1,Ferrous Fumarate (49.5mg elemental iron),explicit_plus,rule_extracted
FORM_29e8816ab5b9df944b4a,ING_81836589c9d77cda514a,2,Thiamine Mononitrate (Vit. B),explicit_plus,rule_extracted
FORM_29e8816ab5b9df944b4a,ING_26477ba943ba5e1019e4,3,Pyridoxine Hydrochloride (Vit. B6),explicit_plus,rule_extracted
FORM_29e8816ab5b9df944b4a,ING_e44759d71dfe34f154f9,4,Cyanocobalamin (Vit. B12),explicit_plus,rule_extracted
FORM_a0973c83171673e6cde0,ING_4cec09ef5f5a7b87f0ff,1,Siver Sulfadiazine,explicit_plus,rule_extracted
FORM_a0973c83171673e6cde0,ING_727887f4f2b1de9aa53d,2,Cerium Nitrate,explicit_plus,rule_extracted
FORM_4a9b33bf7f9fdf616dbd,ING_4a9b33bf7f9fdf616dbd,1,Multivitamins With Taurine,single,rule_extracted
FORM_0e4682a23de33f87ef2b,ING_0e4682a23de33f87ef2b,1,L-Ornithine-L-Aspartate,single,rule_extracted
FORM_acb9c8928e03dea0e56d,ING_9b2b8f0ea017582a51bd,1,Ferrous Fumarate (Equivalent To 107.25 Mg Elemental Iron),explicit_plus,rule_extracted
FORM_acb9c8928e03dea0e56d,ING_bbb0ec1b48225169e192,2,Cyanocobalamin,explicit_plus,rule_extracted
FORM_57ede2a580204e6db307,ING_57ede2a580204e6db307,1,Cefotaxime (As Sodium),single,rule_extracted
FORM_155f21a55d08af32f121,ING_155f21a55d08af32f121,1,Carbomer,single,rule_extracted
FORM_05fc1f8d05b1079beb6a,ING_4688af8443c04d86d380,1,Desogestrel,explicit_slash,needs_review
FORM_05fc1f8d05b1079beb6a,ING_f7c6200bf111b84ee533,2,Ethinylestradiol,explicit_slash,needs_review
FORM_21e1aa21b770c0a54681,ING_ce0e1710823c2444274e,1,Vitamin B1 (Thiamine Hydrochloride),explicit_plus,rule_extracted
FORM_21e1aa21b770c0a54681,ING_51df22669eff866224bd,2,Vitamin B6 (Pyridoxine Hydrochloride),explicit_plus,rule_extracted
FORM_21e1aa21b770c0a54681,ING_a98900ba5a9c8085f5a8,3,Vitamin B12 (Cyanocobalamin),explicit_plus,rule_extracted
FORM_61da9ecce04fd8a850ca,ING_8a2d33171c8e8769d527,1,Monobasic Sodium Phosphate,explicit_plus,rule_extracted
FORM_61da9ecce04fd8a850ca,ING_77316783ffe5201de114,2,Dibasic Sodium Phosphate,explicit_plus,rule_extracted
FORM_90953783cde138a36ac0,ING_44bc82a81577f9c2bfe0,1,Hydroquinone,explicit_plus,rule_extracted
FORM_90953783cde138a36ac0,ING_a9a86807c98a5e52b052,2,Tretinoin,explicit_plus,rule_extracted
FORM_ad55af0ca1664ee9be24,ING_ad55af0ca1664ee9be24,1,Indapamide,single,rule_extracted
FORM_23c596e3f4f5f83fbb6f,ING_23c596e3f4f5f83fbb6f,1,Dexpanthenol,single,rule_extracted
FORM_78a85b41f0c5af4a0d20,ING_78a85b41f0c5af4a0d20,1,Mycophenolate Mofetil,single,rule_extracted
FORM_95256ddaadff821a621a,ING_95256ddaadff821a621a,1,Cotrimazine,single,rule_extracted
FORM_7d42d3d2868412ad3965,ING_7d42d3d2868412ad3965,1,Eperisone Hydrochloride,single,rule_extracted
FORM_a3a5a34d4db3d6fde2b3,ING_a3a5a34d4db3d6fde2b3,1,Carvedilol,single,rule_extracted
FORM_c3d806ab27286fe242f0,ING_c3d806ab27286fe242f0,1,Sulodexide,single,rule_extracted
FORM_80958304b67ddd7d906e,ING_80958304b67ddd7d906e,1,Adapalene,single,rule_extracted
FORM_cb05d534ca0983c221ca,ING_aa8e8259d2aab98be13b,1,Dextrose Hydrous,explicit_plus,rule_extracted
