ingredient_id,ingredient_name_display,ingredient_name_normalized
ING_5290834fe6aabd553010,Metronodazole,metronodazole
ING_8eb7b49cff717fac37c0,Sertaconazole (As Nitrate),sertaconazole (as nitrate)
ING_bbd6abc8b93bbfeb2fa1,Ebastine,ebastine
ING_df98d6248000c1179052,Irinotecan (as hydrochloride),irinotecan (as hydrochloride)
ING_2be91969466231954309,Diclofenac sodium (equivalent to Diclofenac diethylamine),diclofenac sodium (equivalent to diclofenac diethylamine)
ING_c58cec036fbdd094a35c,Nebivolol hydrochloride,nebivolol hydrochloride
ING_476ec16e221a184c32a6,Sitagliptin (as phophate),sitagliptin (as phophate)
ING_0f3a60b2b6da9f7c986a,Irbesaph,irbesaph
ING_6b7f7a203af45e602c75,Amlodipine (as besilate ),amlodipine (as besilate )
ING_332f4e6dd4fc7c6553d5,Metforinin Hydrochloride,metforinin hydrochloride
ING_9515fb22c721956212d1,Pyridoxine Hydrochloride (Vitamin B ),pyridoxine hydrochloride (vitamin b )
ING_c6e1b08d97aedb30ec03,Bupivacaine hydrochloride (as monohydrate),bupivacaine hydrochloride (as monohydrate)
ING_71995bc14d59c38d30d0,Pioglitazone ( as Hydrochloride),pioglitazone ( as hydrochloride)
ING_f3a0c0058663aa5ba14e,Ampiciilin (As Sodium),ampiciilin (as sodium)
ING_aa00d0d4d0423b90fe41,Piperacillin Sodium,piperacillin sodium
ING_8ad48034fa1348f18e83,Tazobactam Sodium,tazobactam sodium
ING_6979e68b93072f4457a8,Fluoxetine,fluoxetine
ING_020a34443a55afb552d9,Olopatadine (as hydrochloride,olopatadine (as hydrochloride
ING_d3078c36275e604dd87c,Cefdinir,cefdinir
ING_fbd8f43ac2660a348a44,Xuric 80,xuric 80
ING_31d96c548ba37c52175f,Phenylephrine Hydrochloride (Melon Flavor),phenylephrine hydrochloride (melon flavor)
ING_2016520abd8565dcb19e,Aluminum Hydrozide,aluminum hydrozide
ING_817688622c405be7897c,Levocetirizine (as Hydrochloride),levocetirizine (as hydrochloride)
ING_a2fbfbc89b79ec0f65d5,Norepinephrine(As Bitartrate),norepinephrine(as bitartrate)
ING_03c0c6354a499ed8abc6,Paracetamol cetamol,paracetamol cetamol
ING_269720e4b3f69ae8c7c2,Cefotaxime,cefotaxime
ING_98441a703cff561d1075,Irinotecan (as Hydrochloride Trihydrate),irinotecan (as hydrochloride trihydrate)
ING_109994c6ce7d0802a262,Metformin. Hydrochloride,metformin. hydrochloride
ING_dfbca1a452db4bd78707,Esomeprazole(As Magnesium Trihydrate),esomeprazole(as magnesium trihydrate)
ING_f00f0bdcf7e3d47987b5,CEFALEXIN (AS MONO HYDRATE),cefalexin (as mono hydrate)
ING_6a44b97e6ac182b854ca,Clobetasol (As Propionate),clobetasol (as propionate)
ING_c6657386311bc261be4e,Ceftriaxone(As Sodium),ceftriaxone(as sodium)
ING_450103782ed1730e2998,Sitagliptin(as phosphate monohydrate),sitagliptin(as phosphate monohydrate)
ING_f3f77bd2c8bd98171101,Eplerenone,eplerenone
ING_8f5ac267f8de9c59331c,"Epinephrine (As Bitartrate),","epinephrine (as bitartrate),"
ING_d13a3c0afded0c207451,Oxetacaine,oxetacaine
ING_5cd14ada87f530e3fbe8,Cefpodoxime ( As Proxetil),cefpodoxime ( as proxetil)
ING_7c52e071c4ab2a6a645f,Dobutamin (as Hydrochloride),dobutamin (as hydrochloride)
ING_6a6a4ec8e80a407fbd45,Olmesartan,olmesartan
ING_a87ea7fd73534d1c1383,DYDROGESTERONE,dydrogesterone
ING_81e0262811554a408668,Imatinib (As Mesylate),imatinib (as mesylate)
ING_f1e1e2a7775dbc0333a0,Amlodipine (as besilale),amlodipine (as besilale)
ING_c0c0d10e4e07911ebe63,Tamsulosin,tamsulosin
ING_2a7604de9557e754c643,Cefuroxime(As Sodium),cefuroxime(as sodium)
ING_0eb45c96c69814ab7089,Ketotifen (As Hydrogen Fumarate),ketotifen (as hydrogen fumarate)
ING_6ede7759a838562e186b,Ivabradine Hydrochloride,ivabradine hydrochloride
ING_5d16a9843bd3bc4e3a90,Simvastatin (Reformulated),simvastatin (reformulated)
ING_1b4a417147e0488a66a9,Bupivacaine (as hydrochloride) w,bupivacaine (as hydrochloride) w
ING_9f1cf12b670171831d54,Pemetrexed(As disodium),pemetrexed(as disodium)
ING_54021360757d13cbfe74,Thiamine Nitrate (Vitamins B1),thiamine nitrate (vitamins b1)
ING_746833effe349b470314,Calcium Gluconate (as monohydrate),calcium gluconate (as monohydrate)
ING_16fd3b4f07f389fa668c,Lapatinib (as distosylate monohydrate),lapatinib (as distosylate monohydrate)
ING_20b67d080c7a4af3809a,Lapatinib (as ditosylate monohydrate),lapatinib (as ditosylate monohydrate)
ING_28a22f96e085aafc5c34,Betametasone (as valerate),betametasone (as valerate)
ING_14b9e49b2e97da11fa2f,Tobramycin Sulfate,tobramycin sulfate
ING_e6f27c14f2afc3d1a7f2,Sevelamer (as Carbonate),sevelamer (as carbonate)
ING_a4761c5c8e168d6c91f2,Chorella Growth Factor (CGF),chorella growth factor (cgf)
ING_39dfcb5fa5e9dfbbe2a6,Pizotifen,pizotifen
ING_4419476bad282461470c,Cefepime (as hydrochloride) (with L-Arginine),cefepime (as hydrochloride) (with l-arginine)
ING_edc17df07b169a545ae7,"Colecalciferol (Vitamin D,)","colecalciferol (vitamin d,)"
ING_8b3e19b2e5bc4dc7b748,Phenylephrine. Hydrochloride,phenylephrine. hydrochloride
ING_a2f59df7cdbcf8d512b6,Docetaxel trihydrate,docetaxel trihydrate
ING_62b71dc3d8330ff4bc64,Adenine hydrochloride (Vitamin B4),adenine hydrochloride (vitamin b4)
ING_aa0d577546c09627f37f,Hyoscine- N- Butylbromide,hyoscine- n- butylbromide
ING_a7c77720b1784f77f963,Glutathione (reduced),glutathione (reduced)
ING_159633513483d0d35dc0,Valacyclovir (as hydrochloride),valacyclovir (as hydrochloride)
ING_592bcb0cd467957e88c0,Guaifenesin Phenylpropanolamine Hydrochloride,guaifenesin phenylpropanolamine hydrochloride
ING_4ac9ba5873e6e5e68cfb,d-alpha Tocopheryl succinate (Vitamin E),d-alpha tocopheryl succinate (vitamin e)
ING_aa0c707b6a7afbe1a2c5,Salbutamol (as sulafte),salbutamol (as sulafte)
ING_e44bee2a344dcc3394f1,Leuprolide Acetate,leuprolide acetate
ING_ce6f4d6136606d618d59,Lysine (see reverse),lysine (see reverse)
ING_94be5cf56f1991e76116,Propanolol Hydrochloride,propanolol hydrochloride
ING_4d0919913eaa65472892,Cefuroxime ( as sodium ),cefuroxime ( as sodium )
ING_ce826aa67b695c02f3b0,Ifosfamide,ifosfamide
ING_64b3244a14b94ef2a12f,Atracurium Besylate,atracurium besylate
ING_fbb98a2cfec0557331cc,Amlodipine ( as besilate),amlodipine ( as besilate)
ING_11b7b0c5a2ceca0f411e,Betamethasone ( as dipropionate),betamethasone ( as dipropionate)
ING_0aa9b906e39b8e6b3c3c,Sorafenib Tosylate,sorafenib tosylate
ING_cb34f1cf3a3a40bc7443,Ketoanalogues and Essential Amino Acids,ketoanalogues and essential amino acids
ING_6370cdf761c74ba17620,Glucose (as monohydrate),glucose (as monohydrate)
ING_7126dbac0fc0a7450cb7,soniazid,soniazid
ING_e6b423c13d1e12854dc8,Clindamycin (as phophate),clindamycin (as phophate)
ING_a1e86ca6f41ca7deffe4,dl-alpha Tocopheryl Acetate (Vitamin E).,dl-alpha tocopheryl acetate (vitamin e).
ING_f78073e5297d5c846911,Quetiapine Fumarate,quetiapine fumarate
ING_84f33aa2423ac74ce11c,Pantoprazole as Sodium),pantoprazole as sodium)
ING_1db8e2bd0e803305c530,Cefuroxim (as sodium),cefuroxim (as sodium)
ING_bb7732835eeae064cd57,Amphotericin-B,amphotericin-b
ING_7abdd33963b9264d637b,Hydorxychloroquine Sulfate,hydorxychloroquine sulfate
ING_f4724345d574d01807be,Polymyxin B (as sulfate),polymyxin b (as sulfate)
ING_afaa4dbc56a0b93804e3,Docetaxel With Solvent,docetaxel with solvent
ING_1fceff1788bc0e819f46,Phenylephrine hydrochlroide),phenylephrine hydrochlroide)
ING_3e0937a1e737511de00b,Xylometazoline (as Hydrochloride),xylometazoline (as hydrochloride)
ING_ebbc0de07f18b23640e7,Ceftazidime (As Sodium),ceftazidime (as sodium)
ING_690178ed8d90113a61e4,Cetirizine Dihydrochloride Hydrochloride,cetirizine dihydrochloride hydrochloride
ING_0a6fe5c53495d6d3a396,Levothyroxine Sodium (as hydrate),levothyroxine sodium (as hydrate)
ING_354148302af8c87f8793,Cefuroxime (as sodium) with Sterile Water for Injection,cefuroxime (as sodium) with sterile water for injection
ING_747944589bf6338c44a3,Ceftazidime (as pentahydrate with sodium carbonate) with Sterile Water for Injection,ceftazidime (as pentahydrate with sodium carbonate) with sterile water for injection
ING_64b40ca8d42716eb045e,5% Dextrose in 0.9% Sodium Chloride.,5% dextrose in 0.9% sodium chloride.
ING_cb90c094083724b73712,Dexketoprofen Trometamol,dexketoprofen trometamol
ING_3c884926a90c01150cb6,Diltiazem,diltiazem
ING_d5ab19907f20896329a7,Hyoscine N- Butylbromide,hyoscine n- butylbromide
ING_eb2ce70d48c5896a91d3,Clobetasol Propionatee,clobetasol propionatee
ING_9136a8c4818a015be554,CLONIDINE Hydrocloride,clonidine hydrocloride
ING_9572601dd0bc3e88c35e,Gentamicin,gentamicin
ING_c2fef1b57c20397a3bef,Amlodipine (as besilate).,amlodipine (as besilate).
ING_042acb4ec00f9d67f9c7,Iopamidol l,iopamidol l
ING_f8f3a125c21a5f6376d9,42% Glucose,42% glucose
ING_2729b09c56dc64ace7cc,20% Lipids Emulsion,20% lipids emulsion
ING_18b041770ca5a09c474a,10% Amino Acids with Electrolytes.,10% amino acids with electrolytes.
ING_c86d2d0e6bd9f40a8845,13% Glucose,13% glucose
ING_d7885c29010cb15bb9b7,10% Amino Acids with Electrolytes,10% amino acids with electrolytes
ING_72769d09897e6de901fe,Phenylpropanolamine (as) hydrochloride),phenylpropanolamine (as) hydrochloride)
ING_e6b93400d4e01cbb244f,Calcium Colecalciferol (Vitamins D3),calcium colecalciferol (vitamins d3)
ING_d1ee76a04a53f95bc150,Minerals (Vitamins D3),minerals (vitamins d3)
ING_2a247ab0e49c2edcacd5,Propofo,propofo
ING_98d12c13c294b42b3756,Mefenamic Acid.,mefenamic acid.
ING_fe5ca843e2ea393d7ef3,Cloxacillin,cloxacillin
ING_214caf42d248813068c6,Clindamycin (as hydrocloride),clindamycin (as hydrocloride)
ING_5eb79075c4b5444f14bf,Levothyroxine (as sodium),levothyroxine (as sodium)
ING_5d04d573d43db8befed0,Multivitamins.,multivitamins.
ING_da05afb73357a2a2d562,Cyanocobalamin. (Vitamin B12),cyanocobalamin. (vitamin b12)
ING_2c6ed5def5e4f183c6a1,Bromhexine hydrochloride.,bromhexine hydrochloride.
ING_4f5f3eef24710b06bd4a,Thiamine hydrochloride (Vitamin B6),thiamine hydrochloride (vitamin b6)
ING_14144cca6193a054778e,Donepezil hydrochloride (as monohydrate),donepezil hydrochloride (as monohydrate)
ING_e3f1f5ed32232df17188,Amoxicillin trihydrate,amoxicillin trihydrate
ING_c95d6b5250bb01c0f982,Domperidone Maleate,domperidone maleate
ING_15be8fcd1fe74fa4e84b,Novazapine-30,novazapine-30
ING_81eb025c655a3decdb5e,Hydroxyethyl Starch 130,hydroxyethyl starch 130
ING_f3e360d89952f40d3b79,0.4,0.4
ING_3a7abda4380a98e3f102,Levocarnitine,levocarnitine
ING_e55e015fdeb55c3aa94b,Levocetirizine hydrochloride.,levocetirizine hydrochloride.
ING_cddc274f1e994e915741,Mometasone,mometasone
ING_103be2621002e7e02c23,Pyridoxine. (Vitamin B6),pyridoxine. (vitamin b6)
ING_671b1332f3d63b456e4b,Ipratropium bromide.,ipratropium bromide.
ING_04d464b484080d69bf12,Minerals.,minerals.
ING_3ad6f98d0eec71ed36e1,Sitagliptin (as phosphate. monohydrate),sitagliptin (as phosphate. monohydrate)
ING_6bb5f30a15e34af74f0c,Phenylphrine HCI,phenylphrine hci
ING_bc4884ce2d3968adb5de,Flunarizine (as dihydrochloride),flunarizine (as dihydrochloride)
ING_fdac402247ee6971bd4b,Prasugrel (as Hydrochloride),prasugrel (as hydrochloride)
ING_3782dbd912045f59d236,Iron Folic Acid,iron folic acid
ING_bc9b07d1a9a195d167fb,Isoxsuprine hydrochloride.,isoxsuprine hydrochloride.
ING_befee15c0f518b1f35a5,Amiodarone Hydrochloride Bp,amiodarone hydrochloride bp
ING_2392458a1bfe247c21ab,Guaifenesin Phenylephrine. hydrochloride,guaifenesin phenylephrine. hydrochloride
ING_e9a9a00380bcc32bdf20,Sodium Alginate Sodium Bicarbonate,sodium alginate sodium bicarbonate
ING_5597e75bb3c7391fba71,Fluticasone,fluticasone
ING_bb0e6d0979098cd1d646,Gemcitabine Hydrochloride,gemcitabine hydrochloride
ING_f5f1652d71091296e04e,Hydroxychoroquine Sulfate,hydroxychoroquine sulfate
ING_4a2f901204e61777aea1,Bromocriptine (as mesilate),bromocriptine (as mesilate)
ING_7a7ce02e5c88fd892f15,Paroxetine (as Hydrochloride),paroxetine (as hydrochloride)
ING_d581e3d5af29bc95fe4e,Tramadol Hydrochloride.,tramadol hydrochloride.
ING_41cf1165235f6f85d030,Benzylpenicillin sodium.,benzylpenicillin sodium.
ING_6f9fd11c6d8702d68c36,Solifenacin (as succinate),solifenacin (as succinate)
ING_cbd1c870f4bfeb2f0626,Clobetasol Propionate.,clobetasol propionate.
ING_48e6bbbc8b837d2a2d75,Levodropropizine.,levodropropizine.
ING_2b62fb46b641fc14c424,Valsartan Amlodipine (as besilate),valsartan amlodipine (as besilate)
ING_12cb783722c5261b2472,Pravastatin Sodium,pravastatin sodium
ING_104deb45b7b9d3822f54,Chlorpheniamine maleate,chlorpheniamine maleate
ING_396d8a619d35e444c346,Iron Folic Acid (Vitamin B9),iron folic acid (vitamin b9)
ING_0967ec63e7b1ddcb4e2a,Diosmin Hesperidin.,diosmin hesperidin.
ING_3bf7eb18597fdb5fd22e,Metformin HCI,metformin hci
ING_9cf2d7b4f83bbb0c8a95,Levomenthol Linum usitatissimum (Linseed) Seed,levomenthol linum usitatissimum (linseed) seed
ING_ec50d3ec2cfcd5278fca,Sitagliptin phosphate,sitagliptin phosphate
ING_519e97c46ed7272aa30b,Amlodipine(as besylate),amlodipine(as besylate)
ING_697636ee0c707a4119e7,Pyridoxine hydrochloride (Vitamin B6) Cyanocobalamin (Vitamin B12),pyridoxine hydrochloride (vitamin b6) cyanocobalamin (vitamin b12)
ING_ccbdface09da07ee05a2,Vildagliptin Metformin Hydrochloride,vildagliptin metformin hydrochloride
ING_920edde59b13e5a5f943,Atorvastatin,atorvastatin
ING_195c1eff32d53c2cb213,: Atorvastatin (as calcium trihydrate),: atorvastatin (as calcium trihydrate)
ING_939459374b392e23e01f,Clotrimazole Gentamicin (as sulfate).,clotrimazole gentamicin (as sulfate).
ING_4e9ed2a5624f3f165591,Rocuronium bromide.,rocuronium bromide.
ING_6b8d8ebe9d32b47020d5,Piperacillin (as (as sodium),piperacillin (as (as sodium)
ING_f34938f3d308859d619f,Azithromycin (as monohydrate),azithromycin (as monohydrate)
ING_a1327b65674e51248119,Moxifloxacin (as Hydrochloride).,moxifloxacin (as hydrochloride).
ING_26a30e33657be779f3bb,Essential Amino Acids.,essential amino acids.
ING_d24d2254f073c8c0db3b,Suxamethonium Chloride.,suxamethonium chloride.
ING_c18f8cceb7aa87dad555,METFORMIN,metformin
ING_841ea6dad297ed1afa58,Betahistine (as hydrochloride),betahistine (as hydrochloride)
ING_10aed36a0261f969555d,Nitroglycerine,nitroglycerine
ING_ec7a2b9ecdee55a8f5c8,Bendamustine (as hydrochloride),bendamustine (as hydrochloride)
ING_09a14912cea84d7280fd,Hydrocortisone(As Acetate),hydrocortisone(as acetate)
ING_2a3a41449c263bbcba9a,Aluminumhydroxide,aluminumhydroxide
ING_6da6701afeea6f537c11,Valsartan te),valsartan te)
ING_ce49200cc87bb4b9a651,Rifampiein,rifampiein
ING_774fcddb7d801afab8b2,Alpha Keto analogues,alpha keto analogues
ING_be9b9b124a54731d224d,Ondansetron hydrochloride,ondansetron hydrochloride
ING_833d2b072d13988bce0f,Metformin HC1,metformin hc1
ING_dcebaebb3e646720f15a,Ranitidine (as hydrochloride ),ranitidine (as hydrochloride )
ING_d4c0febe2afabd08e2b4,Aescin,aescin
ING_82f7f50109431c2c5ff3,Diethylamine Salicylate,diethylamine salicylate
ING_f4d714e5c1526e8c17ad,Iron (as Iron III Hydroxide Polymaltose Complex),iron (as iron iii hydroxide polymaltose complex)
ING_5c837da7e08bf76259af,Polymyxin B sulfate Bacitracin zinc,polymyxin b sulfate bacitracin zinc
ING_808764c74d21f77cf566,Pantoprazol,pantoprazol
ING_d513da9e84b1ceff41ee,Vortioxetine,vortioxetine
ING_ed52dfa906472bc46ab5,Omepprazole,omepprazole
ING_a50bd553d23ea36b373f,Venlafaxine (as hydrochloride),venlafaxine (as hydrochloride)
ING_61a97f3ac634b475b3a1,Dapagliflozin (as propanediol monohydrate) Metformin hydrochloride (in extended-release form),dapagliflozin (as propanediol monohydrate) metformin hydrochloride (in extended-release form)
ING_2be86491aa40247b9ecd,Metformin hydrochloride (in extended-release form),metformin hydrochloride (in extended-release form)
ING_5664248743d23553ec12,Dorzolamide,dorzolamide
ING_5f78b04a6e7972201aea,Timolol,timolol
ING_3d25a41b237e74aecf98,Valproic Acid (as Divalproex sodium),valproic acid (as divalproex sodium)
ING_39b2f702298984fc8521,Paracetamol Chlorpheniramine Maleate,paracetamol chlorpheniramine maleate
ING_5a42670ad3230d3e97f1,Glimeperide,glimeperide
ING_88d8d99c15052a9108f7,Levetiracetam.,levetiracetam.
ING_c7affcaf1505a0d68c65,Ivabradine,ivabradine
ING_8dbf17ea2e0342f76f28,"Vitamin B1,B6, B12","vitamin b1,b6, b12"
ING_a5e2a0418ec6c03282da,Vinorelbine,vinorelbine
ING_71a7669cebdb0cbfbab9,Amorolfine,amorolfine
ING_420d73826a9cb015e472,Allium Cepa L. (Onion),allium cepa l. (onion)
ING_20ab98b6144ea0e2659a,Anagrelide,anagrelide
ING_12ec7b142ed81bb76a14,(Vitamin D3),(vitamin d3)
ING_406e892f87791f9bb65c,Essential Amino Acids (See reverse for formulation),essential amino acids (see reverse for formulation)
ING_caafa4bdb5f79a26b62d,Dapaglifozin,dapaglifozin
ING_27f4ec17d5a9426baf6c,Sunitinib,sunitinib
ING_faf86251fedddfc7fcc3,yrazinamide,yrazinamide
ING_8096bace69f3652a3176,Pyridoxine Hydrochloride (Vitamin B6) B,pyridoxine hydrochloride (vitamin b6) b
ING_2d49bf580ad2eec29785,Cefotaxime (as hydrochloride),cefotaxime (as hydrochloride)
ING_7bf41229d0916afe7d49,Nebivolol HCl,nebivolol hcl
ING_b18b1f0f2966080769e8,Vincristine,vincristine
ING_ebf4cbeb657973a47711,Methotrexate.,methotrexate.
ING_6251bcc7c2fbe7fac5fc,Sodium Bicarbonate.,sodium bicarbonate.
ING_1f13170c37f010153bae,Irinotecan HC1,irinotecan hc1
ING_2d4be853dbd5ce3be541,Ascorbic Acid.,ascorbic acid.
ING_1ac7ab1e5f0ab82d1fa3,"Sugammadex (as sodium),","sugammadex (as sodium),"
ING_102325a89d97d17383ed,Desloratidine,desloratidine
ING_4eaba42641e26f5acb5b,Chlorella Growth Factor,chlorella growth factor
ING_9716845cf54603fc83e5,Sultamicillin,sultamicillin
ING_e3d3fa53c8aa9166ac93,Latanoprost Timolol (as maleate),latanoprost timolol (as maleate)
ING_e171e57b61bb9a786fc7,Erlotinib (as hydrochloride).,erlotinib (as hydrochloride).
ING_9c5ef98c7f097ae767b2,Betahistine,betahistine
ING_6cce1fe0a8d09e00830b,Alfuzosin HCl,alfuzosin hcl
ING_2801c8062d36ecbe6791,Dyrogesterone,dyrogesterone
ING_3d85b8b5dd92fd6633c6,Nifuroxazide,nifuroxazide
ING_4c0b68950c349a4bab47,Luzelacetam,luzelacetam
ING_cb4a9d3660112fea6b23,Dapiflozin M 10,dapiflozin m 10
ING_40510175845988f13f61,1000,1000
ING_5fd1ccb67c0505909f15,Metformin hydrocloride in extended-release form),metformin hydrocloride in extended-release form)
ING_97b1af30e3de0a73d57f,Sugammadex (as sodium,sugammadex (as sodium
ING_66757f508fc695adb5f9,Bupivacaine Hydrochloride in 8% Dextrose,bupivacaine hydrochloride in 8% dextrose
ING_251db7d5ad9d677712ee,Ibufam 200,ibufam 200
ING_ad86c117442c59bd78de,Ibufam 400,ibufam 400
ING_b6f2cd6d9d987504d915,Dapoxetine (as hydrochloride),dapoxetine (as hydrochloride)
ING_1f343f48ebcc5f21fa21,Sultamicillin (as tosylate dehydrate),sultamicillin (as tosylate dehydrate)
ING_3c3a57b615deec1c60ea,Phytodiv,phytodiv
ING_3890b0ae861ec0f8b245,Ketotifen fumarate,ketotifen fumarate
ING_821e1feb05640358adfe,Tiropramide Hydrochloride,tiropramide hydrochloride
ING_f4ed4b315e947fc7e04c,Eribulin Mesylate,eribulin mesylate
ING_535345dbdb061e33b07e,Salbutamol (as suifate),salbutamol (as suifate)
ING_2ae6f4e394bd2d7bc867,Butorphanol Tartrate,butorphanol tartrate
ING_5fbd1960d5d77def4527,Betametahasone (as dipropionate),betametahasone (as dipropionate)
ING_6c699a70b8d53e2e04df,Micafungin (as sodium),micafungin (as sodium)
ING_97f18626d2445a85515e,Folic Acid Pyridoxine HCl,folic acid pyridoxine hcl
ING_c31ce8399469137c0422,Polymyxin B,polymyxin b
ING_e8681ad30f703ce03dee,Megestrol Acetate,megestrol acetate
ING_d9ff72a1edeac29f2817,Sitagliptin (as Monohydrate Phosphate),sitagliptin (as monohydrate phosphate)
ING_9929aeada0ff554ea0c8,Betamethasone (dipropionate),betamethasone (dipropionate)
ING_be350d09010a3331b2cd,Cefepime (as hydrochloride with arginine),cefepime (as hydrochloride with arginine)
ING_e70fe261a404e481180a,Thiamine Mononitrate (Vit. B1) Pyridoxine Htdrochloride (Vit. B6) Cyanocobalamin (Vit. B12),thiamine mononitrate (vit. b1) pyridoxine htdrochloride (vit. b6) cyanocobalamin (vit. b12)
ING_76670e8f704490d35d2f,Rapamol 200,rapamol 200
ING_026dd23d26bc74938d16,: Amlodipine (as besilate),: amlodipine (as besilate)
ING_04839864e3d4eef61ecf,Iron Sulfate,iron sulfate
ING_e63ddb81083328d7b273,Danazol,danazol
ING_3aae7f1e4c74648d4b91,Purified Water (Distilled Water),purified water (distilled water)
ING_1ba02024c3a611c1fe18,Thiamine nitrate (Vitamin B1),thiamine nitrate (vitamin b1)
ING_bbd3cb845e7522a07052,Abiraterone (as acetate),abiraterone (as acetate)
ING_11f64ad3e91968c3f364,Duloxetine,duloxetine
ING_07bcbd510992b22d62bc,Hydroxychloroquine,hydroxychloroquine
ING_ffafdc097b3127b0ccde,Reduced Glutathione,reduced glutathione
ING_5990e1925e5c0d58def3,Ketorolac (as trometamol),ketorolac (as trometamol)
ING_a2bb9a6912c91be5df99,ASCORBIC ACID ( as Sodium Ascorbate),ascorbic acid ( as sodium ascorbate)
ING_30405401fd2562883946,Vitamins B1,vitamins b1
ING_4d20584ccefc1878abea,B12 (see reverse for formulation),b12 (see reverse for formulation)
ING_46599c5bb5c33101f80c,Be,be
ING_ff7063c2ae104c171151,Thiamine HCl,thiamine hcl
ING_e1b7ac508d074c12a302,Acetazolamide,acetazolamide
ING_151390b54f9589f7d5f9,Setraline (As Hydrochloride),setraline (as hydrochloride)
ING_344dfbf92570ea426868,Doxazosin (As mesilate),doxazosin (as mesilate)
ING_2b5bdefdb4624f57a3c5,Clindamycin (As Palmitate Hydrochloride),clindamycin (as palmitate hydrochloride)
ING_7f3e98279435737e2199,Ciprofloxacin ( as Hydrochloride ),ciprofloxacin ( as hydrochloride )
ING_4fc202048e65a533d95c,Phenytoin,phenytoin
ING_eb26d717325f40b6caf4,Streptomycin (as Sulfate),streptomycin (as sulfate)
ING_9748b5df18c613f229f8,Celebrex,celebrex
ING_429f464627d75a73e0fb,Ceftriaxone As Sodium,ceftriaxone as sodium
ING_5bf7cf8d82de950f14c4,Levonorgestrel; Ferrous Fumarate,levonorgestrel; ferrous fumarate
ING_d86cb450ef6a31bb5c94,Oxytetracycline Hydrochloride,oxytetracycline hydrochloride
ING_b2598cbbb935a4295da4,Sultamicillin tosylate,sultamicillin tosylate
ING_9747c6899725c34d6609,Cefuroxime (as axetil0,cefuroxime (as axetil0
ING_8a72dcfcca5121f85c99,Cefuroxime (as axetll),cefuroxime (as axetll)
ING_638a0fcca54e92f7f02e,Vitamin B Complex (see reverse),vitamin b complex (see reverse)
ING_312573f606192c9a46cf,Vitamin B-Complex (see reverse),vitamin b-complex (see reverse)
ING_8668bc67e62b00feacdf,Solu-Cortef,solu-cortef
ING_4275a912be2d4afb870a,Cefitriaxone (as sodium),cefitriaxone (as sodium)
ING_66f838b8eb70bf343419,Solu-Medrol,solu-medrol
ING_a6f8fad67bcef7a47ceb,Pioglitazone,pioglitazone
ING_f333034c0708fa8bdd88,Pyridoxine (Vit.B6,pyridoxine (vit.b6
ING_1993cf528c63be86706e,Naproxem Sodium,naproxem sodium
ING_5894f121b96ff3bd0ff3,Trimetazidine (as dihydrochloride),trimetazidine (as dihydrochloride)
ING_fa45bffdaba9a862720d,Iron (as fumarate),iron (as fumarate)
ING_4f456e9582e9e7903004,Levocetirizine (as dihydrochloride),levocetirizine (as dihydrochloride)
ING_fc7a2a90e79154e37831,Cefixime As Trihydrate,cefixime as trihydrate
ING_981bcbcedfbb8f9fc118,"Multivitamins [Retinol Palmitate (vit. A), Cholecalciferol (vit. D3), d1-Alpha Tocopherol Acetate (vit. E), Thiamine Hydrochloride (vit. B1), Riboflavink-5-Sodium Phosphate (vit. B2), Pyridoxine Hydrochloride (vit. B6), Cyanocobalamin (vit. B6), Ascorbic Acid (vit. C), Folic Acid, Niacin]","multivitamins [retinol palmitate (vit. a), cholecalciferol (vit. d3), d1-alpha tocopherol acetate (vit. e), thiamine hydrochloride (vit. b1), riboflavink-5-sodium phosphate (vit. b2), pyridoxine hydrochloride (vit. b6), cyanocobalamin (vit. b6), ascorbic acid (vit. c), folic acid, niacin]"
ING_ced678db53b513a1084f,Buclizine Hydrohloride,buclizine hydrohloride
ING_6aea83e3da1afa4953bc,Klindex,klindex
ING_47d6ae5a8c5dbbaca477,PANTOPRAZOLE (as sodium sesquihydarte),pantoprazole (as sodium sesquihydarte)
ING_0334cb0edf1d840a9e92,Atorvastatin(As Calcium),atorvastatin(as calcium)
ING_a369c6b63d4ec6884c90,Diametasone,diametasone
ING_6030c231069727225d27,Ceftazidime (as pentahydrate) (with sodium carbonate),ceftazidime (as pentahydrate) (with sodium carbonate)
ING_0c6824ce77aaff73a074,Silymarin With Vitamin B-Complex,silymarin with vitamin b-complex
ING_fce661c20b318d091584,Aluminum Hydroxie,aluminum hydroxie
ING_6f5f7642ee0c43872e07,Bromphenamine Maleate,bromphenamine maleate
ING_e63579f82b51f85010cf,Ferrous Sulfate Capsule,ferrous sulfate capsule
ING_c4c38cd47d9f46073cd6,Vitamins B Complex,vitamins b complex
ING_00daed04a27fa4e44d70,Eprosartan (As Mesylate),eprosartan (as mesylate)
ING_9e7d8e850987df07c637,Ferrous Sulfate Heptahydrate,ferrous sulfate heptahydrate
ING_727adb59386fc8061886,Iron (as Ferrous Sulphate Heptahydrate),iron (as ferrous sulphate heptahydrate)
ING_0e8dfe7497244b318861,Calpress-5,calpress-5
ING_6d59ee1995d74cce1c80,Calpress-10,calpress-10
ING_709da7c483f0df0952e5,Bptrol,bptrol
ING_fc7a5a9cd9ae23fd0b3b,Norvatrol,norvatrol
